transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
comp1000350_c0_seq1|m.22503 comp1000350_c0_seq1|g.22503  ,mlei1,_,3,-,-,-,N,-,108,-,-
comp19383_c0_seq1|m.14775 comp19383_c0_seq1|g.14775  ,mlei9872,_,4,-,-,-,N,-,302,-,-
comp19383_c0_seq1|m.14776 comp19383_c0_seq1|g.14776  ,mlei9873,_,1,-,-,-,N,-,115,-,-
comp19383_c0_seq2|m.14777 comp19383_c0_seq2|g.14777  ,mlei9874,_,1,-,-,-,N,-,372,-,-
comp19383_c0_seq3|m.14778 comp19383_c0_seq3|g.14778  ,mlei9875,_,1,-,-,-,N,-,115,-,-
comp19383_c0_seq4|m.14780 comp19383_c0_seq4|g.14780  ,mlei9876,_,4,-,-,-,N,-,302,-,-
comp19383_c0_seq4|m.14779 comp19383_c0_seq4|g.14779  ,mlei9877,_,1,-,-,-,N,-,372,-,-
comp19385_c0_seq1|m.14781 comp19385_c0_seq1|g.14781  ,mlei9878,_,2,-,-,-,N,-,552,-,-
comp19386_c0_seq2|m.14782 comp19386_c0_seq2|g.14782  ,mlei9879,_,5,-,-,-,N,-,807,-,-
comp19387_c0_seq2|m.14784 comp19387_c0_seq2|g.14784  ,mlei9880,_,2,-,-,-,N,-,203,-,-
comp1938838_c0_seq1|m.23895 comp1938838_c0_seq1|g.23895  ,mlei9881,_,1,-,-,-,N,-,113,-,-
comp19388_c1_seq1|m.14785 comp19388_c1_seq1|g.14785  ,mlei9882,_,3,-,-,-,N,-,417,-,-
comp193894_c0_seq1|m.18256 comp193894_c0_seq1|g.18256  ,mlei9883,S,5,-,-,-,N,-,127,-,-
comp19389_c0_seq1|m.14788 comp19389_c0_seq1|g.14788  ,mlei9884,_,3,-,-,-,N,-,329,-,-
comp19389_c0_seq2|m.14790 comp19389_c0_seq2|g.14790  ,mlei9885,_,3,-,-,-,N,-,329,-,-
comp19390_c0_seq1|m.14792 comp19390_c0_seq1|g.14792  ,mlei9886,S,1,-,-,-,N,-,369,-,-
comp19391_c0_seq1|m.14793 comp19391_c0_seq1|g.14793  ,mlei9887,_,3,-,-,-,N,-,396,-,-
comp19393_c0_seq1|m.14794 comp19393_c0_seq1|g.14794  ,mlei9888,_,3,-,-,scer274,Y,-,321,-,ISC1
comp19394_c0_seq1|m.14796 comp19394_c0_seq1|g.14796  ,mlei9889,_,2,-,-,-,N,-,1406,-,-
comp19395_c0_seq1|m.14800 comp19395_c0_seq1|g.14800  ,mlei9890,_,5,-,-,-,N,-,312,-,-
comp19395_c0_seq2|m.14801 comp19395_c0_seq2|g.14801  ,mlei9891,_,5,-,-,-,N,-,312,-,-
comp19396_c0_seq1|m.14802 comp19396_c0_seq1|g.14802  ,mlei9892,_,3,-,-,-,N,-,250,-,-
comp19397_c0_seq1|m.14803 comp19397_c0_seq1|g.14803  ,mlei9893,_,3,-,-,-,N,-,191,-,-
comp19398_c0_seq1|m.14804 comp19398_c0_seq1|g.14804  ,mlei9894,_,3,-,-,-,N,-,957,-,-
comp19399_c0_seq1|m.14806 comp19399_c0_seq1|g.14806  ,mlei9895,S,1,-,-,-,N,-,274,-,-
comp19399_c0_seq2|m.14807 comp19399_c0_seq2|g.14807  ,mlei9896,_,2,-,-,-,N,-,145,-,-
comp19399_c0_seq3|m.14808 comp19399_c0_seq3|g.14808  ,mlei9897,_,2,-,-,-,N,-,145,-,-
comp19400_c0_seq1|m.14809 comp19400_c0_seq1|g.14809  ,mlei9898,S,5,-,-,-,N,-,496,-,-
comp19401_c0_seq1|m.14812 comp19401_c0_seq1|g.14812  ,mlei9899,_,2,-,-,-,N,-,820,-,-
comp19402_c0_seq4|m.14813 comp19402_c0_seq4|g.14813  ,mlei9900,_,1,-,-,-,N,-,353,-,-
comp19403_c0_seq1|m.14816 comp19403_c0_seq1|g.14816  ,mlei9901,_,3,hsap1597,mmus682,-,Y,MRPS31,236,Mrps31,-
comp19403_c0_seq1|m.14815 comp19403_c0_seq1|g.14815  ,mlei9902,_,1,-,-,-,N,-,277,-,-
comp19404_c0_seq1|m.14817 comp19404_c0_seq1|g.14817  ,mlei9903,_,2,-,-,-,N,-,377,-,-
comp19405_c0_seq1|m.14818 comp19405_c0_seq1|g.14818  ,mlei9904,S,1,-,-,-,N,-,110,-,-
comp19405_c0_seq2|m.14819 comp19405_c0_seq2|g.14819  ,mlei9905,S,3,-,-,-,N,-,292,-,-
comp19405_c0_seq3|m.14820 comp19405_c0_seq3|g.14820  ,mlei9906,S,3,-,-,-,N,-,281,-,-
comp19406_c0_seq1|m.14821 comp19406_c0_seq1|g.14821  ,mlei9907,_,5,-,-,-,N,-,467,-,-
comp19407_c0_seq1|m.14822 comp19407_c0_seq1|g.14822  ,mlei9908,S,3,-,-,-,N,-,156,-,-
comp19407_c0_seq2|m.14823 comp19407_c0_seq2|g.14823  ,mlei9909,_,2,-,-,-,N,-,189,-,-
comp19408_c0_seq1|m.14824 comp19408_c0_seq1|g.14824  ,mlei9910,_,1,-,-,-,N,-,481,-,-
comp19409_c0_seq1|m.14826 comp19409_c0_seq1|g.14826  ,mlei9911,_,1,-,-,-,N,-,506,-,-
comp19410_c0_seq2|m.14828 comp19410_c0_seq2|g.14828  ,mlei9912,_,1,-,-,-,N,-,163,-,-
comp19410_c0_seq3|m.14832 comp19410_c0_seq3|g.14832  ,mlei9913,_,2,-,-,-,N,-,111,-,-
comp19410_c0_seq3|m.14830 comp19410_c0_seq3|g.14830  ,mlei9914,_,1,-,-,-,N,-,163,-,-
comp19411_c0_seq1|m.14833 comp19411_c0_seq1|g.14833  ,mlei9915,_,2,-,-,-,N,-,423,-,-
comp19412_c0_seq1|m.14835 comp19412_c0_seq1|g.14835  ,mlei9916,_,2,-,-,-,N,-,402,-,-
comp19413_c0_seq1|m.14837 comp19413_c0_seq1|g.14837  ,mlei9917,_,2,-,-,-,N,-,784,-,-
comp19414_c0_seq1|m.14838 comp19414_c0_seq1|g.14838  ,mlei9918,_,3,-,-,-,N,-,224,-,-
comp19415_c0_seq1|m.14839 comp19415_c0_seq1|g.14839  ,mlei9919,_,2,-,-,-,N,-,551,-,-
comp19416_c0_seq1|m.14840 comp19416_c0_seq1|g.14840  ,mlei9920,_,5,-,-,-,N,-,417,-,-
comp19416_c0_seq2|m.14843 comp19416_c0_seq2|g.14843  ,mlei9921,_,5,-,-,-,N,-,323,-,-
comp19416_c0_seq3|m.14845 comp19416_c0_seq3|g.14845  ,mlei9922,_,5,-,-,-,N,-,407,-,-
comp19416_c0_seq4|m.14847 comp19416_c0_seq4|g.14847  ,mlei9923,_,5,-,-,-,N,-,407,-,-
comp19416_c0_seq5|m.14849 comp19416_c0_seq5|g.14849  ,mlei9924,_,5,-,-,-,N,-,417,-,-
comp19416_c0_seq6|m.14852 comp19416_c0_seq6|g.14852  ,mlei9925,_,5,-,-,-,N,-,323,-,-
comp19416_c0_seq7|m.14854 comp19416_c0_seq7|g.14854  ,mlei9926,_,5,-,-,-,N,-,454,-,-
comp19416_c0_seq8|m.14856 comp19416_c0_seq8|g.14856  ,mlei9927,_,5,-,-,-,N,-,454,-,-
comp19416_c0_seq9|m.14858 comp19416_c0_seq9|g.14858  ,mlei9928,S,1,-,-,-,N,-,170,-,-
comp19417_c0_seq1|m.14859 comp19417_c0_seq1|g.14859  ,mlei9929,_,1,-,-,-,N,-,207,-,-
comp19417_c0_seq2|m.14860 comp19417_c0_seq2|g.14860  ,mlei9930,_,1,-,-,-,N,-,449,-,-
comp19417_c0_seq3|m.14861 comp19417_c0_seq3|g.14861  ,mlei9931,_,1,-,-,-,N,-,449,-,-
comp19418_c0_seq1|m.14862 comp19418_c0_seq1|g.14862  ,mlei9932,_,2,-,-,-,N,-,795,-,-
comp19419_c0_seq1|m.14864 comp19419_c0_seq1|g.14864  ,mlei9933,_,5,-,-,-,N,-,680,-,-
comp19419_c0_seq2|m.14866 comp19419_c0_seq2|g.14866  ,mlei9934,_,5,-,-,-,N,-,680,-,-
comp19420_c0_seq1|m.14868 comp19420_c0_seq1|g.14868  ,mlei9935,_,5,-,-,-,N,-,364,-,-
comp19421_c0_seq1|m.14869 comp19421_c0_seq1|g.14869  ,mlei9936,S,2,-,-,-,N,-,800,-,-
comp19421_c0_seq2|m.14871 comp19421_c0_seq2|g.14871  ,mlei9937,S,2,-,-,-,N,-,826,-,-
comp19422_c0_seq1|m.14873 comp19422_c0_seq1|g.14873  ,mlei9938,_,3,-,-,-,N,-,311,-,-
comp19423_c0_seq1|m.14874 comp19423_c0_seq1|g.14874  ,mlei9939,_,1,-,-,-,N,-,454,-,-
comp19423_c0_seq2|m.14875 comp19423_c0_seq2|g.14875  ,mlei9940,_,1,-,-,-,N,-,454,-,-
comp19423_c0_seq3|m.14876 comp19423_c0_seq3|g.14876  ,mlei9941,_,1,-,-,-,N,-,220,-,-
comp19423_c0_seq4|m.14877 comp19423_c0_seq4|g.14877  ,mlei9942,_,5,-,-,-,N,-,223,-,-
comp19423_c0_seq5|m.14878 comp19423_c0_seq5|g.14878  ,mlei9943,_,5,hsap452,mmus755,-,Y,NMNAT3,223,Nmnat3,-
comp19423_c0_seq6|m.14879 comp19423_c0_seq6|g.14879  ,mlei9944,_,1,-,-,-,N,-,220,-,-
comp19424_c0_seq1|m.14880 comp19424_c0_seq1|g.14880  ,mlei9945,_,1,-,-,-,N,-,108,-,-
comp19424_c0_seq2|m.14881 comp19424_c0_seq2|g.14881  ,mlei9946,_,3,-,-,-,N,-,173,-,-
comp19424_c0_seq3|m.14882 comp19424_c0_seq3|g.14882  ,mlei9947,_,3,-,-,-,N,-,130,-,-
comp19424_c0_seq5|m.14883 comp19424_c0_seq5|g.14883  ,mlei9948,_,1,-,-,-,N,-,108,-,-
comp19425_c0_seq1|m.14884 comp19425_c0_seq1|g.14884  ,mlei9949,_,3,-,-,-,N,-,264,-,-
comp19425_c0_seq2|m.14885 comp19425_c0_seq2|g.14885  ,mlei9950,_,2,-,-,-,N,-,271,-,-
comp19426_c0_seq1|m.14886 comp19426_c0_seq1|g.14886  ,mlei9951,M,5,-,-,-,N,-,1009,-,-
comp19427_c0_seq1|m.14887 comp19427_c0_seq1|g.14887  ,mlei9952,_,2,-,-,-,N,-,311,-,-
comp19427_c0_seq2|m.14888 comp19427_c0_seq2|g.14888  ,mlei9953,_,1,-,-,-,N,-,168,-,-
comp19428_c0_seq1|m.14889 comp19428_c0_seq1|g.14889  ,mlei9954,_,2,-,-,-,N,-,650,-,-
comp19429_c0_seq1|m.14891 comp19429_c0_seq1|g.14891  ,mlei9955,_,2,-,-,-,N,-,1013,-,-
comp19429_c0_seq2|m.14896 comp19429_c0_seq2|g.14896  ,mlei9956,_,2,-,-,scer169,Y,-,1013,-,ENA2
comp19430_c0_seq1|m.14901 comp19430_c0_seq1|g.14901  ,mlei9957,_,2,-,-,-,N,-,582,-,-
comp19431_c0_seq1|m.14902 comp19431_c0_seq1|g.14902  ,mlei9958,_,2,-,-,-,N,-,497,-,-
comp19431_c0_seq2|m.14905 comp19431_c0_seq2|g.14905  ,mlei9959,_,2,-,-,-,N,-,511,-,-
comp19432_c0_seq1|m.14908 comp19432_c0_seq1|g.14908  ,mlei9960,_,1,-,-,-,N,-,456,-,-
comp194338_c0_seq1|m.18257 comp194338_c0_seq1|g.18257  ,mlei9961,_,2,-,-,-,N,-,477,-,-
comp19433_c0_seq1|m.14910 comp19433_c0_seq1|g.14910  ,mlei9962,_,4,-,-,-,N,-,451,-,-
comp19434_c0_seq1|m.14911 comp19434_c0_seq1|g.14911  ,mlei9963,_,2,-,-,-,N,-,241,-,-
comp19434_c0_seq1|m.14912 comp19434_c0_seq1|g.14912  ,mlei9964,_,2,-,-,-,N,-,181,-,-
comp194358_c0_seq1|m.18260 comp194358_c0_seq1|g.18260  ,mlei9965,M,2,-,-,-,Y,-,109,-,-
comp194358_c0_seq1|m.18259 comp194358_c0_seq1|g.18259  ,mlei9966,_,2,-,-,-,N,-,380,-,-
comp19436_c0_seq1|m.14913 comp19436_c0_seq1|g.14913  ,mlei9967,_,3,-,-,-,N,-,100,-,-
comp19436_c0_seq2|m.14914 comp19436_c0_seq2|g.14914  ,mlei9968,_,1,-,-,-,N,-,331,-,-
comp19437_c0_seq1|m.14915 comp19437_c0_seq1|g.14915  ,mlei9969,_,1,-,-,-,N,-,384,-,-
comp19438_c0_seq1|m.14917 comp19438_c0_seq1|g.14917  ,mlei9970,_,2,-,-,-,N,-,935,-,-
comp19438_c0_seq2|m.14918 comp19438_c0_seq2|g.14918  ,mlei9971,_,2,-,-,-,N,-,935,-,-
comp19438_c0_seq3|m.14919 comp19438_c0_seq3|g.14919  ,mlei9972,_,2,-,-,-,N,-,935,-,-
comp194396_c0_seq1|m.18261 comp194396_c0_seq1|g.18261  ,mlei9973,M,4,-,-,-,N,-,996,-,-
comp19439_c0_seq2|m.14920 comp19439_c0_seq2|g.14920  ,mlei9974,_,3,-,-,-,N,-,367,-,-
comp19440_c0_seq1|m.14921 comp19440_c0_seq1|g.14921  ,mlei9975,_,2,-,-,-,N,-,265,-,-
comp19440_c0_seq2|m.14923 comp19440_c0_seq2|g.14923  ,mlei9976,_,1,-,-,-,N,-,326,-,-
comp19441_c0_seq1|m.14924 comp19441_c0_seq1|g.14924  ,mlei9977,_,1,-,-,-,N,-,1561,-,-
comp19442_c0_seq1|m.14927 comp19442_c0_seq1|g.14927  ,mlei9978,_,2,-,-,-,N,-,719,-,-
comp19444_c0_seq1|m.14928 comp19444_c0_seq1|g.14928  ,mlei9979,_,3,-,-,-,N,-,357,-,-
comp19444_c0_seq2|m.14929 comp19444_c0_seq2|g.14929  ,mlei9980,_,3,-,-,-,N,-,357,-,-
comp19445_c0_seq1|m.14930 comp19445_c0_seq1|g.14930  ,mlei9981,_,2,-,-,-,N,-,489,-,-
comp19446_c0_seq1|m.14931 comp19446_c0_seq1|g.14931  ,mlei9982,_,1,-,-,-,N,-,284,-,-
comp19446_c0_seq2|m.14933 comp19446_c0_seq2|g.14933  ,mlei9983,_,2,-,-,-,N,-,323,-,-
comp19446_c0_seq3|m.14934 comp19446_c0_seq3|g.14934  ,mlei9984,_,2,-,-,-,N,-,178,-,-
comp19447_c0_seq1|m.14936 comp19447_c0_seq1|g.14936  ,mlei9985,_,2,-,-,-,N,-,395,-,-
comp19447_c0_seq1|m.14937 comp19447_c0_seq1|g.14937  ,mlei9986,_,2,-,-,-,N,-,108,-,-
comp19448_c0_seq1|m.14938 comp19448_c0_seq1|g.14938  ,mlei9987,M,4,-,-,-,N,-,174,-,-
comp19448_c0_seq2|m.14939 comp19448_c0_seq2|g.14939  ,mlei9988,M,4,-,-,-,N,-,140,-,-
comp19448_c0_seq3|m.14940 comp19448_c0_seq3|g.14940  ,mlei9989,M,4,-,-,-,N,-,140,-,-
comp19448_c0_seq4|m.14941 comp19448_c0_seq4|g.14941  ,mlei9990,M,4,-,-,-,N,-,174,-,-
comp19448_c0_seq5|m.14942 comp19448_c0_seq5|g.14942  ,mlei9991,S,2,-,-,-,N,-,640,-,-
comp19448_c0_seq6|m.14944 comp19448_c0_seq6|g.14944  ,mlei9992,S,2,-,-,-,N,-,640,-,-
comp19449_c0_seq1|m.14946 comp19449_c0_seq1|g.14946  ,mlei9993,_,4,-,-,-,N,-,504,-,-
comp19450_c0_seq1|m.14947 comp19450_c0_seq1|g.14947  ,mlei9994,_,3,-,-,-,N,-,752,-,-
comp19450_c0_seq2|m.14949 comp19450_c0_seq2|g.14949  ,mlei9995,_,3,-,-,-,N,-,769,-,-
comp19451_c0_seq4|m.14951 comp19451_c0_seq4|g.14951  ,mlei9996,_,2,-,-,-,N,-,377,-,-
comp19452_c0_seq1|m.14953 comp19452_c0_seq1|g.14953  ,mlei9997,M,4,hsap217,mmus102,scer1021,Y,IARS2,1190,Iars2,ISM1
comp19453_c0_seq1|m.14958 comp19453_c0_seq1|g.14958  ,mlei9998,_,1,-,-,-,N,-,362,-,-
comp19453_c0_seq1|m.14957 comp19453_c0_seq1|g.14957  ,mlei9999,S,1,-,-,-,N,-,1104,-,-
comp19454_c0_seq1|m.14959 comp19454_c0_seq1|g.14959  ,mlei10000,_,2,-,-,-,N,-,409,-,-
comp19454_c0_seq2|m.14960 comp19454_c0_seq2|g.14960  ,mlei10001,S,1,-,-,-,N,-,487,-,-
comp19455_c0_seq2|m.14961 comp19455_c0_seq2|g.14961  ,mlei10002,_,1,-,-,-,N,-,117,-,-
comp19456_c0_seq1|m.14962 comp19456_c0_seq1|g.14962  ,mlei10003,_,3,-,-,-,N,-,594,-,-
comp19457_c0_seq2|m.14964 comp19457_c0_seq2|g.14964  ,mlei10004,_,1,-,-,-,N,-,182,-,-
comp19457_c0_seq5|m.14965 comp19457_c0_seq5|g.14965  ,mlei10005,_,1,-,-,-,N,-,136,-,-
comp19458_c0_seq1|m.14966 comp19458_c0_seq1|g.14966  ,mlei10006,_,3,-,-,-,N,-,99,-,-
comp19458_c0_seq2|m.14967 comp19458_c0_seq2|g.14967  ,mlei10007,_,2,-,-,-,N,-,991,-,-
comp19459_c0_seq1|m.14969 comp19459_c0_seq1|g.14969  ,mlei10008,_,2,hsap1723,mmus797,scer18,Y,MTFMT,270,Mtfmt,FMT1
comp1945_c0_seq1|m.448 comp1945_c0_seq1|g.448  ,mlei10009,M,4,-,-,-,N,-,328,-,-
comp19460_c0_seq1|m.14970 comp19460_c0_seq1|g.14970  ,mlei10010,S,3,-,-,-,N,-,407,-,-
comp19461_c0_seq1|m.14971 comp19461_c0_seq1|g.14971  ,mlei10011,_,2,-,-,-,N,-,345,-,-
comp19461_c0_seq2|m.14972 comp19461_c0_seq2|g.14972  ,mlei10012,_,2,-,-,-,N,-,345,-,-
comp1946220_c0_seq1|m.23896 comp1946220_c0_seq1|g.23896  ,mlei10013,_,3,-,-,-,N,-,107,-,-
comp19462_c1_seq1|m.14974 comp19462_c1_seq1|g.14974  ,mlei10014,M,4,-,-,-,N,-,212,-,-
comp19462_c1_seq2|m.14975 comp19462_c1_seq2|g.14975  ,mlei10015,_,1,-,-,-,N,-,127,-,-
comp19463_c0_seq1|m.14976 comp19463_c0_seq1|g.14976  ,mlei10016,_,3,hsap1669,mmus1113,-,Y,ALDH6A1,441,Aldh6a1,-
comp19463_c0_seq2|m.14980 comp19463_c0_seq2|g.14980  ,mlei10017,_,2,-,-,-,N,-,109,-,-
comp19464_c0_seq1|m.14981 comp19464_c0_seq1|g.14981  ,mlei10018,_,2,-,-,-,N,-,512,-,-
comp19465_c0_seq1|m.14983 comp19465_c0_seq1|g.14983  ,mlei10019,_,2,-,-,-,N,-,322,-,-
comp19465_c0_seq1|m.14982 comp19465_c0_seq1|g.14982  ,mlei10020,_,1,-,-,-,N,-,1144,-,-
comp19467_c0_seq1|m.14986 comp19467_c0_seq1|g.14986  ,mlei10021,_,2,-,-,-,N,-,113,-,-
comp19467_c0_seq2|m.14987 comp19467_c0_seq2|g.14987  ,mlei10022,_,2,-,-,-,N,-,496,-,-
comp19468_c0_seq1|m.14988 comp19468_c0_seq1|g.14988  ,mlei10023,S,1,-,-,-,N,-,535,-,-
comp19469_c0_seq1|m.14990 comp19469_c0_seq1|g.14990  ,mlei10024,S,1,-,-,-,N,-,1110,-,-
comp19470_c0_seq1|m.14991 comp19470_c0_seq1|g.14991  ,mlei10025,_,1,-,-,-,N,-,521,-,-
comp19471_c0_seq1|m.14993 comp19471_c0_seq1|g.14993  ,mlei10026,_,3,-,-,scer921,Y,-,631,-,DIS3
comp19472_c0_seq2|m.14995 comp19472_c0_seq2|g.14995  ,mlei10027,_,1,-,-,-,N,-,146,-,-
comp194732_c0_seq1|m.18263 comp194732_c0_seq1|g.18263  ,mlei10028,S,1,-,-,-,N,-,208,-,-
comp19473_c0_seq1|m.14996 comp19473_c0_seq1|g.14996  ,mlei10029,_,3,-,-,-,N,-,188,-,-
comp19474_c0_seq2|m.14997 comp19474_c0_seq2|g.14997  ,mlei10030,_,2,-,-,-,N,-,608,-,-
comp19475_c0_seq1|m.14999 comp19475_c0_seq1|g.14999  ,mlei10031,_,2,-,-,-,N,-,384,-,-
comp1947615_c0_seq1|m.23897 comp1947615_c0_seq1|g.23897  ,mlei10032,_,1,-,-,-,N,-,110,-,-
comp19476_c1_seq1|m.15000 comp19476_c1_seq1|g.15000  ,mlei10033,_,1,-,-,-,N,-,763,-,-
comp19477_c0_seq1|m.15001 comp19477_c0_seq1|g.15001  ,mlei10034,_,2,-,-,-,N,-,258,-,-
comp19477_c0_seq2|m.15002 comp19477_c0_seq2|g.15002  ,mlei10035,_,1,-,-,-,N,-,122,-,-
comp19478_c0_seq1|m.15003 comp19478_c0_seq1|g.15003  ,mlei10036,_,3,-,-,scer16,Y,-,128,-,SEN34
comp19478_c0_seq2|m.15004 comp19478_c0_seq2|g.15004  ,mlei10037,_,2,-,-,-,N,-,157,-,-
comp19479_c0_seq1|m.15005 comp19479_c0_seq1|g.15005  ,mlei10038,_,3,-,-,-,N,-,637,-,-
comp19480_c0_seq1|m.15006 comp19480_c0_seq1|g.15006  ,mlei10039,S,4,-,-,-,N,-,372,-,-
comp19480_c0_seq2|m.15007 comp19480_c0_seq2|g.15007  ,mlei10040,_,5,-,-,-,N,-,381,-,-
comp19481_c0_seq1|m.15010 comp19481_c0_seq1|g.15010  ,mlei10041,S,5,-,-,scer992,Y,-,545,-,SEC63
comp19482_c0_seq1|m.15012 comp19482_c0_seq1|g.15012  ,mlei10042,M,4,-,-,-,N,-,135,-,-
comp19482_c0_seq2|m.15013 comp19482_c0_seq2|g.15013  ,mlei10043,M,4,-,-,-,N,-,435,-,-
comp19483_c0_seq1|m.15015 comp19483_c0_seq1|g.15015  ,mlei10044,_,2,-,-,-,N,-,793,-,-
comp19484_c0_seq1|m.15016 comp19484_c0_seq1|g.15016  ,mlei10045,S,2,-,-,-,N,-,684,-,-
comp19485_c0_seq1|m.15017 comp19485_c0_seq1|g.15017  ,mlei10046,_,2,-,-,-,N,-,904,-,-
comp194868_c0_seq1|m.18264 comp194868_c0_seq1|g.18264  ,mlei10047,S,3,-,-,-,N,-,614,-,-
comp19486_c0_seq1|m.15019 comp19486_c0_seq1|g.15019  ,mlei10048,_,5,-,-,-,N,-,871,-,-
comp19488_c0_seq1|m.15021 comp19488_c0_seq1|g.15021  ,mlei10049,_,2,-,-,-,N,-,361,-,-
comp194895_c0_seq1|m.18265 comp194895_c0_seq1|g.18265  ,mlei10050,_,3,-,-,-,N,-,384,-,-
comp19489_c0_seq1|m.15022 comp19489_c0_seq1|g.15022  ,mlei10051,_,3,-,-,-,N,-,449,-,-
comp19489_c0_seq2|m.15023 comp19489_c0_seq2|g.15023  ,mlei10052,_,3,-,-,-,N,-,700,-,-
comp19489_c0_seq3|m.15024 comp19489_c0_seq3|g.15024  ,mlei10053,_,3,-,-,-,N,-,449,-,-
comp19490_c0_seq1|m.15025 comp19490_c0_seq1|g.15025  ,mlei10054,_,3,-,-,-,N,-,733,-,-
comp19491_c0_seq1|m.15027 comp19491_c0_seq1|g.15027  ,mlei10055,_,1,-,-,-,N,-,259,-,-
comp1949248_c0_seq1|m.23898 comp1949248_c0_seq1|g.23898  ,mlei10056,_,5,-,-,-,N,-,106,-,-
comp19492_c0_seq1|m.15029 comp19492_c0_seq1|g.15029  ,mlei10057,M,2,hsap567,mmus419,-,Y,ACOX3,685,Acox3,-
comp19493_c0_seq1|m.15031 comp19493_c0_seq1|g.15031  ,mlei10058,_,3,-,-,-,N,-,411,-,-
comp19494_c0_seq1|m.15032 comp19494_c0_seq1|g.15032  ,mlei10059,M,5,-,-,-,N,-,308,-,-
comp19494_c0_seq3|m.15033 comp19494_c0_seq3|g.15033  ,mlei10060,_,5,-,-,-,N,-,224,-,-
comp1949534_c0_seq1|m.23899 comp1949534_c0_seq1|g.23899  ,mlei10061,_,2,-,-,-,N,-,109,-,-
comp19495_c0_seq1|m.15034 comp19495_c0_seq1|g.15034  ,mlei10062,_,1,-,-,-,N,-,202,-,-
comp19496_c0_seq1|m.15036 comp19496_c0_seq1|g.15036  ,mlei10063,S,1,-,-,-,N,-,384,-,-
comp19497_c0_seq1|m.15038 comp19497_c0_seq1|g.15038  ,mlei10064,_,3,-,-,-,N,-,772,-,-
comp19499_c0_seq1|m.15041 comp19499_c0_seq1|g.15041  ,mlei10065,_,1,-,-,-,N,-,361,-,-
comp1949_c0_seq1|m.449 comp1949_c0_seq1|g.449  ,mlei10066,_,4,-,-,-,N,-,116,-,-
comp194_c0_seq1|m.48 comp194_c0_seq1|g.48  ,mlei10067,S,1,-,-,-,N,-,247,-,-
comp19500_c0_seq1|m.15043 comp19500_c0_seq1|g.15043  ,mlei10068,_,3,-,-,-,N,-,737,-,-
comp19501_c0_seq1|m.15047 comp19501_c0_seq1|g.15047  ,mlei10069,_,1,-,-,-,N,-,162,-,-
comp19502_c0_seq1|m.15048 comp19502_c0_seq1|g.15048  ,mlei10070,_,1,-,-,-,N,-,684,-,-
comp19503_c0_seq1|m.15050 comp19503_c0_seq1|g.15050  ,mlei10071,_,2,-,-,-,N,-,430,-,-
comp19504_c0_seq1|m.15051 comp19504_c0_seq1|g.15051  ,mlei10072,_,2,-,-,-,N,-,646,-,-
comp19505_c0_seq1|m.15052 comp19505_c0_seq1|g.15052  ,mlei10073,_,1,-,-,-,N,-,529,-,-
comp19506_c0_seq1|m.15056 comp19506_c0_seq1|g.15056  ,mlei10074,_,4,-,-,-,N,-,518,-,-
comp19507_c0_seq1|m.15057 comp19507_c0_seq1|g.15057  ,mlei10075,_,1,-,-,-,N,-,191,-,-
comp19508_c0_seq2|m.15058 comp19508_c0_seq2|g.15058  ,mlei10076,_,1,-,-,-,N,-,447,-,-
comp19508_c0_seq2|m.15059 comp19508_c0_seq2|g.15059  ,mlei10077,_,2,-,-,-,N,-,188,-,-
comp19509_c0_seq1|m.15060 comp19509_c0_seq1|g.15060  ,mlei10078,_,2,-,-,-,N,-,144,-,-
comp19509_c0_seq2|m.15061 comp19509_c0_seq2|g.15061  ,mlei10079,_,1,-,-,-,N,-,171,-,-
comp19510_c0_seq1|m.15062 comp19510_c0_seq1|g.15062  ,mlei10080,_,2,-,-,-,N,-,763,-,-
comp19511_c0_seq2|m.15064 comp19511_c0_seq2|g.15064  ,mlei10081,_,5,-,-,-,N,-,104,-,-
comp19511_c0_seq2|m.15063 comp19511_c0_seq2|g.15063  ,mlei10082,_,1,-,-,-,N,-,225,-,-
comp19513_c0_seq2|m.15065 comp19513_c0_seq2|g.15065  ,mlei10083,_,3,-,-,-,N,-,232,-,-
comp19514_c0_seq1|m.15066 comp19514_c0_seq1|g.15066  ,mlei10084,_,2,-,-,-,N,-,199,-,-
comp19514_c0_seq2|m.15067 comp19514_c0_seq2|g.15067  ,mlei10085,_,2,-,-,-,N,-,101,-,-
comp19514_c0_seq3|m.15068 comp19514_c0_seq3|g.15068  ,mlei10086,_,1,-,-,-,N,-,181,-,-
comp19514_c0_seq4|m.15069 comp19514_c0_seq4|g.15069  ,mlei10087,M,3,-,-,-,Y,-,270,-,-
comp19514_c0_seq5|m.15070 comp19514_c0_seq5|g.15070  ,mlei10088,_,2,-,-,-,N,-,101,-,-
comp19515_c0_seq1|m.15071 comp19515_c0_seq1|g.15071  ,mlei10089,_,2,-,-,-,N,-,299,-,-
comp19515_c0_seq2|m.15072 comp19515_c0_seq2|g.15072  ,mlei10090,_,2,-,-,-,N,-,213,-,-
comp19515_c0_seq3|m.15073 comp19515_c0_seq3|g.15073  ,mlei10091,_,2,-,-,-,N,-,299,-,-
