Transcript,Protein,TargetP,RC,HSAP_ortho,MMUS_ortho,SCER_ortho,MitoProt,HSAP_Gene,Seqlength,MMUS_Gene
comp63426_c0_seq17,emue14212,_ , 5, -, -, -,  N,-,655,-
comp63426_c0_seq19,emue14213,_ , 5, -, -, -,  N,-,315,-
comp63426_c0_seq22,emue14214,_ , 5, -, -, -,  N,-,624,-
comp63426_c0_seq8,emue14215,_ , 3, -, -, -,  N,-,495,-
comp63429_c0_seq13,emue14216,_ , 3, -, -, -,  N,-,108,-
comp63433_c0_seq12,emue14217,S , 4, -, -, -,  N,-,400,-
comp63434_c0_seq2,emue14218,S , 1, -, -, -,  N,-,251,-
comp63434_c0_seq3,emue14219,S , 3, -, -, -,  N,-,251,-
comp63435_c1_seq2,emue14220,S , 5, -, -, -,  N,-,119,-
comp63435_c1_seq2,emue14221,_ , 2, -, -, -,  N,-,256,-
comp63435_c1_seq3,emue14222,_ , 2, -, -, -,  N,-,285,-
comp63435_c1_seq3,emue14223,S , 5, -, -, -,  N,-,119,-
comp63435_c1_seq7,emue14224,_ , 2, -, -, -,  N,-,200,-
comp63435_c1_seq8,emue14225,_ , 2, -, -, -,  N,-,229,-
comp63437_c0_seq1,emue14226,_ , 4, -, -, -,  N,-,626,-
comp63437_c0_seq1,emue14227,_ , 5, -, -, -,  N,-,127,-
comp63437_c0_seq2,emue14228,_ , 4, -, -, -,  N,-,247,-
comp63437_c0_seq2,emue14229,_ , 5, -, -, -,  N,-,127,-
comp63437_c0_seq2,emue14230,_ , 2, -, -, -,  N,-,348,-
comp63438_c0_seq11,emue14231,_ , 2, -, -, -,  N,-,304,-
comp63438_c0_seq2,emue14232,S , 3, -, -, -,  N,-,233,-
comp63438_c0_seq2,emue14233,_ , 2, -, -, -,  N,-,121,-
comp63438_c0_seq26,emue14234,S , 3, -, -, -,  N,-,248,-
comp63438_c0_seq29,emue14235,S , 1, -, -, -,  N,-,301,-
comp63439_c0_seq1,emue14236,_ , 2, -, -, -,  N,-,149,-
comp63439_c0_seq2,emue14237,_ , 2, -, -, -,  N,-,318,-
comp63440_c0_seq3,emue14238,M , 5, -, -, -,  N,-,1006,-
comp63441_c0_seq4,emue14239,_ , 2, -, -, -,  N,-,159,-
comp63442_c1_seq2,emue14240,S , 4, -, -, -,  N,-,103,-
comp63442_c1_seq2,emue14241,M , 2, -, -, -,  Y,-,181,-
comp63442_c1_seq3,emue14242,S , 5, -, -, -,  N,-,365,-
comp63442_c1_seq3,emue14243,M , 2, hsap807, mmus1409, -,  Y,MOCS1,365,Mocs1
comp63442_c1_seq3,emue14244,M , 2, -, -, -,  Y,-,181,-
comp63443_c0_seq1,emue14245,_ , 1, -, -, -,  N,-,1121,-
comp63445_c0_seq1,emue14246,_ , 4, -, -, -,  N,-,358,-
comp63446_c0_seq1,emue14247,_ , 3, -, -, -,  N,-,112,-
comp63447_c0_seq1,emue14248,S , 1, -, -, -,  N,-,866,-
comp63449_c1_seq1,emue14249,S , 2, -, -, -,  N,-,120,-
comp63451_c0_seq2,emue14250,_ , 1, -, -, -,  N,-,102,-
comp63451_c0_seq2,emue14251,M , 5, -, -, -,  N,-,179,-
comp63451_c0_seq2,emue14252,_ , 4, -, -, -,  N,-,319,-
comp63451_c0_seq2,emue14253,S , 2, -, -, -,  N,-,590,-
comp63451_c0_seq28,emue14254,M , 5, -, -, -,  N,-,1144,-
comp63452_c0_seq1,emue14255,_ , 1, -, -, -,  N,-,467,-
comp63455_c1_seq1,emue14256,_ , 2, -, -, -,  N,-,1559,-
comp63455_c3_seq1,emue14257,_ , 2, -, -, -,  N,-,788,-
comp63455_c3_seq2,emue14258,_ , 5, -, -, -,  N,-,1083,-
comp63455_c3_seq3,emue14259,_ , 2, -, -, -,  N,-,701,-
comp63455_c3_seq4,emue14260,_ , 3, -, -, -,  N,-,714,-
comp63455_c4_seq2,emue14261,_ , 3, -, -, -,  N,-,498,-
comp63456_c0_seq4,emue14262,_ , 2, -, -, -,  N,-,344,-
comp63456_c0_seq9,emue14263,_ , 3, -, -, -,  N,-,140,-
comp63458_c0_seq2,emue14264,_ , 1, -, -, -,  N,-,156,-
comp63458_c1_seq1,emue14265,_ , 1, -, -, -,  N,-,441,-
comp63459_c0_seq2,emue14266,M , 3, -, -, -,  Y,-,484,-
comp63460_c1_seq1,emue14267,_ , 2, -, -, -,  N,-,316,-
comp63460_c1_seq2,emue14268,_ , 2, -, -, -,  N,-,445,-
comp63460_c1_seq3,emue14269,S , 5, -, -, -,  N,-,199,-
comp63461_c1_seq1,emue14270,_ , 2, -, -, -,  N,-,111,-
comp63462_c0_seq2,emue14271,_ , 2, hsap1273, mmus1206, -,  Y,COMTD1,230,Comtd1
comp63463_c0_seq15,emue14272,_ , 4, -, -, -,  N,-,412,-
comp63464_c0_seq1,emue14273,M , 5, -, -, -,  N,-,289,-
comp63465_c0_seq3,emue14274,S , 1, -, -, -,  N,-,193,-
comp63466_c0_seq2,emue14275,_ , 1, -, -, -,  N,-,592,-
comp63467_c1_seq1,emue14276,_ , 3, -, -, -,  N,-,416,-
comp63468_c0_seq1,emue14277,_ , 4, -, -, -,  N,-,476,-
comp63469_c0_seq1,emue14278,_ , 4, -, -, -,  N,-,342,-
comp63472_c1_seq2,emue14279,M , 2, hsap824, mmus295, -,  Y,TSTD3,144,Tstd3
comp63473_c0_seq1,emue14280,_ , 1, -, -, -,  N,-,104,-
comp63473_c1_seq1,emue14281,_ , 2, -, -, -,  N,-,234,-
comp63473_c1_seq2,emue14282,_ , 2, -, -, -,  N,-,239,-
comp63474_c0_seq1,emue14283,M , 3, -, -, -,  Y,-,563,-
comp63474_c0_seq2,emue14284,M , 3, -, -, -,  Y,-,200,-
comp63475_c0_seq1,emue14285,S , 1, -, -, -,  N,-,282,-
comp63476_c0_seq2,emue14286,M , 3, -, -, scer713,  Y,-,205,-
comp63476_c1_seq3,emue14287,_ , 4, -, -, -,  N,-,243,-
comp63477_c2_seq3,emue14288,_ , 1, -, -, -,  N,-,181,-
comp63477_c2_seq3,emue14289,_ , 4, -, -, -,  N,-,125,-
comp63477_c2_seq4,emue14290,S , 1, -, -, -,  N,-,189,-
comp63477_c2_seq5,emue14291,_ , 4, -, -, -,  N,-,337,-
comp63477_c2_seq6,emue14292,_ , 2, -, -, -,  N,-,262,-
comp63477_c2_seq7,emue14293,_ , 2, -, -, -,  N,-,241,-
comp63477_c2_seq8,emue14294,_ , 5, -, -, -,  N,-,147,-
comp63477_c2_seq9,emue14295,_ , 4, -, -, -,  N,-,126,-
comp63478_c0_seq2,emue14296,_ , 4, -, -, -,  N,-,116,-
comp63478_c0_seq6,emue14297,_ , 4, -, -, -,  N,-,116,-
comp63478_c2_seq1,emue14298,S , 1, -, -, -,  N,-,253,-
comp63480_c0_seq1,emue14299,_ , 2, -, -, -,  N,-,203,-
comp63481_c0_seq1,emue14300,_ , 2, -, -, -,  N,-,253,-
comp63482_c0_seq4,emue14301,_ , 1, -, -, -,  N,-,186,-
comp63483_c0_seq1,emue14302,M , 2, hsap750, mmus1138, scer1083,  Y,FARS2,437,Fars2
comp63485_c0_seq2,emue14303,_ , 4, -, -, -,  N,-,686,-
comp63486_c0_seq7,emue14304,_ , 3, -, -, -,  N,-,566,-
comp63486_c0_seq9,emue14305,S , 1, -, -, -,  N,-,213,-
comp63487_c0_seq3,emue14306,_ , 4, -, -, -,  N,-,369,-
comp63487_c0_seq3,emue14307,M , 4, -, -, -,  N,-,427,-
comp63488_c0_seq1,emue14308,S , 3, -, -, -,  N,-,341,-
comp63489_c0_seq21,emue14309,_ , 3, -, -, -,  N,-,143,-
comp63489_c0_seq24,emue14310,_ , 3, -, -, -,  N,-,1087,-
comp63490_c0_seq2,emue14311,M , 4, hsap1546, mmus455, -,  Y,TCHP,499,Tchp
comp63491_c0_seq5,emue14312,_ , 3, -, -, -,  N,-,326,-
comp63491_c1_seq4,emue14313,_ , 2, -, -, -,  N,-,667,-
comp63491_c1_seq5,emue14314,_ , 2, -, -, -,  N,-,182,-
comp63492_c2_seq1,emue14315,S , 1, -, -, -,  N,-,241,-
comp63492_c2_seq2,emue14316,S , 1, -, -, -,  N,-,213,-
comp63494_c0_seq1,emue14317,_ , 2, -, -, -,  N,-,598,-
comp63495_c1_seq2,emue14318,_ , 3, -, -, -,  N,-,433,-
comp63496_c0_seq1,emue14319,_ , 2, -, -, -,  N,-,116,-
comp63497_c0_seq1,emue14320,_ , 2, -, -, -,  N,-,569,-
comp63498_c0_seq2,emue14321,_ , 2, -, -, -,  N,-,186,-
comp63498_c0_seq2,emue14322,_ , 2, -, -, -,  N,-,186,-
comp63498_c0_seq3,emue14323,_ , 2, -, -, -,  N,-,137,-
comp63498_c0_seq5,emue14324,_ , 2, -, -, -,  N,-,525,-
comp63499_c0_seq1,emue14325,S , 1, -, -, -,  N,-,819,-
comp63499_c0_seq2,emue14326,S , 1, -, -, -,  N,-,793,-
comp63500_c0_seq2,emue14327,M , 4, -, -, -,  N,-,110,-
comp63502_c0_seq4,emue14328,_ , 2, -, -, -,  N,-,922,-
comp63505_c0_seq1,emue14329,S , 1, -, -, -,  N,-,336,-
comp63505_c0_seq1,emue14330,_ , 5, -, -, -,  N,-,336,-
comp63506_c0_seq1,emue14331,_ , 1, -, -, -,  N,-,663,-
comp63507_c0_seq2,emue14332,_ , 1, -, -, -,  N,-,1285,-
comp63508_c0_seq1,emue14333,_ , 1, -, -, -,  N,-,883,-
comp63509_c0_seq1,emue14334,_ , 5, -, -, -,  N,-,474,-
comp63509_c0_seq1,emue14335,_ , 2, -, -, -,  N,-,453,-
comp63509_c0_seq3,emue14336,_ , 5, -, -, -,  N,-,143,-
comp63509_c0_seq3,emue14337,_ , 2, -, -, -,  N,-,453,-
comp63511_c0_seq3,emue14338,_ , 4, -, -, -,  N,-,109,-
comp63511_c0_seq3,emue14339,_ , 5, -, -, -,  N,-,286,-
comp63511_c0_seq4,emue14340,_ , 5, -, -, scer457,  Y,-,450,-
comp63512_c1_seq1,emue14341,_ , 2, -, -, -,  N,-,147,-
comp63513_c0_seq2,emue14342,_ , 1, -, -, -,  N,-,310,-
comp63514_c0_seq1,emue14343,_ , 2, -, -, -,  N,-,664,-
comp63516_c0_seq1,emue14344,_ , 3, -, -, -,  N,-,247,-
comp63516_c0_seq3,emue14345,_ , 3, -, -, -,  N,-,230,-
comp63517_c1_seq1,emue14346,_ , 2, -, -, -,  N,-,958,-
comp63517_c1_seq2,emue14347,_ , 4, -, -, -,  N,-,431,-
comp63517_c1_seq2,emue14348,_ , 2, -, -, -,  N,-,593,-
comp63517_c1_seq3,emue14349,_ , 2, -, -, -,  N,-,856,-
comp63518_c0_seq1,emue14350,_ , 4, -, -, -,  N,-,539,-
comp63519_c0_seq1,emue14351,_ , 3, -, -, -,  N,-,702,-
comp63519_c1_seq1,emue14352,_ , 1, -, -, -,  N,-,151,-
comp63520_c0_seq1,emue14353,S , 2, -, -, -,  N,-,578,-
comp63521_c0_seq5,emue14354,_ , 2, -, -, -,  N,-,1704,-
comp63522_c0_seq1,emue14355,_ , 3, -, -, -,  N,-,615,-
comp63523_c0_seq1,emue14356,_ , 2, -, -, -,  N,-,576,-
comp63523_c1_seq8,emue14357,_ , 1, -, -, -,  N,-,118,-
comp63523_c1_seq8,emue14358,_ , 1, -, -, -,  N,-,450,-
comp63523_c1_seq9,emue14359,_ , 1, -, -, -,  N,-,513,-
comp63524_c0_seq1,emue14360,_ , 1, -, -, -,  N,-,105,-
comp63524_c0_seq1,emue14361,S , 1, -, -, -,  N,-,202,-
comp63524_c0_seq12,emue14362,_ , 1, -, -, -,  N,-,105,-
comp63524_c0_seq12,emue14363,S , 1, -, -, -,  N,-,224,-
comp63524_c0_seq2,emue14364,_ , 1, -, -, -,  N,-,105,-
comp63524_c0_seq6,emue14365,S , 1, -, -, -,  N,-,224,-
comp63524_c0_seq6,emue14366,_ , 1, -, -, -,  N,-,266,-
comp63524_c0_seq7,emue14367,_ , 1, -, -, -,  N,-,105,-
comp63525_c0_seq1,emue14368,_ , 2, -, -, -,  N,-,134,-
comp63525_c1_seq1,emue14369,M , 1, hsap484, mmus1214, -,  Y,OXNAD1,276,Oxnad1
comp63525_c3_seq6,emue14370,_ , 3, -, -, -,  N,-,1189,-
comp63526_c0_seq1,emue14371,_ , 3, -, -, -,  N,-,310,-
comp63527_c0_seq1,emue14372,S , 2, -, -, -,  N,-,217,-
comp63528_c0_seq2,emue14373,M , 5, hsap2203, mmus1359, -,  Y,CBR3,285,Cbr3
comp63528_c0_seq5,emue14374,M , 5, -, -, -,  N,-,288,-
comp63528_c0_seq6,emue14375,_ , 3, -, -, -,  N,-,289,-
comp63529_c0_seq1,emue14376,S , 5, -, -, -,  N,-,110,-
comp63529_c0_seq2,emue14377,_ , 1, -, -, -,  N,-,111,-
comp63529_c0_seq7,emue14378,_ , 4, -, -, -,  N,-,659,-
comp63529_c0_seq9,emue14379,_ , 5, -, -, -,  N,-,112,-
comp63530_c0_seq5,emue14380,_ , 1, -, -, -,  N,-,974,-
comp63530_c1_seq2,emue14381,S , 3, -, -, -,  N,-,105,-
comp63531_c0_seq1,emue14382,S , 2, -, -, -,  N,-,549,-
comp63533_c1_seq11,emue14383,S , 5, -, -, -,  N,-,1033,-
comp63533_c1_seq6,emue14384,_ , 3, -, -, -,  N,-,342,-
comp63533_c1_seq6,emue14385,S , 5, -, -, -,  N,-,689,-
comp63534_c0_seq4,emue14386,_ , 3, -, -, -,  N,-,936,-
comp63535_c0_seq2,emue14387,_ , 2, -, -, -,  N,-,243,-
comp63537_c0_seq1,emue14388,_ , 1, -, -, -,  N,-,351,-
comp63538_c0_seq3,emue14389,S , 3, -, -, -,  N,-,188,-
comp63538_c0_seq5,emue14390,S , 4, -, -, -,  N,-,846,-
comp63539_c0_seq1,emue14391,_ , 4, -, -, -,  N,-,1103,-
comp63539_c0_seq2,emue14392,S , 3, -, -, -,  N,-,147,-
comp63540_c0_seq1,emue14393,M , 4, -, -, -,  N,-,583,-
comp63540_c0_seq13,emue14394,S , 1, -, -, -,  N,-,140,-
comp63540_c0_seq13,emue14395,M , 4, -, -, -,  N,-,441,-
comp63541_c0_seq3,emue14396,_ , 2, -, -, -,  N,-,246,-
comp63541_c0_seq4,emue14397,S , 2, -, -, -,  N,-,233,-
comp63541_c0_seq8,emue14398,_ , 2, -, -, -,  N,-,336,-
comp63542_c0_seq1,emue14399,_ , 2, -, -, -,  N,-,580,-
comp63542_c0_seq4,emue14400,_ , 2, -, -, -,  N,-,523,-
comp63543_c0_seq2,emue14401,_ , 3, -, -, -,  N,-,530,-
comp63545_c0_seq1,emue14402,_ , 3, -, -, -,  N,-,520,-
comp63545_c0_seq1,emue14403,S , 5, hsap1215, mmus1501, scer740,  Y,IDE,1003,Ide
comp63546_c0_seq1,emue14404,M , 5, -, -, -,  N,-,272,-
comp63546_c0_seq2,emue14405,M , 5, -, -, -,  N,-,173,-
comp63546_c0_seq3,emue14406,_ , 5, -, -, -,  N,-,151,-
comp63548_c1_seq10,emue14407,_ , 1, -, -, -,  N,-,178,-
comp63548_c1_seq10,emue14408,S , 1, -, -, -,  N,-,1244,-
comp63548_c1_seq9,emue14409,_ , 1, -, -, -,  N,-,178,-
comp63548_c1_seq9,emue14410,S , 1, -, -, -,  N,-,1071,-
comp63548_c1_seq9,emue14411,S , 2, -, -, -,  N,-,297,-
comp63549_c0_seq1,emue14412,_ , 1, -, -, -,  N,-,988,-
comp63549_c1_seq2,emue14413,_ , 3, -, -, -,  N,-,1531,-
comp63551_c0_seq10,emue14414,M , 2, hsap1623, mmus1121, scer714,  Y,ADCK1,508,Adck1
comp63551_c0_seq8,emue14415,_ , 2, -, -, -,  N,-,211,-
comp63551_c0_seq8,emue14416,M , 2, -, -, -,  Y,-,357,-
comp63552_c1_seq1,emue14417,_ , 1, -, -, -,  N,-,476,-
comp63555_c0_seq4,emue14418,_ , 2, -, -, -,  N,-,172,-
comp63555_c0_seq7,emue14419,_ , 5, -, -, -,  N,-,281,-
comp63556_c0_seq6,emue14420,S , 2, -, -, -,  N,-,110,-
comp63556_c0_seq6,emue14421,_ , 2, -, -, -,  N,-,650,-
comp63556_c0_seq7,emue14422,_ , 5, -, -, -,  N,-,773,-
comp63559_c0_seq1,emue14423,_ , 1, -, -, -,  N,-,424,-
comp63560_c0_seq1,emue14424,M , 1, -, -, -,  Y,-,168,-
comp63560_c0_seq1,emue14425,_ , 1, -, -, -,  N,-,183,-
comp63560_c0_seq1,emue14426,M , 4, -, -, -,  N,-,884,-
comp63560_c0_seq2,emue14427,_ , 2, -, -, -,  N,-,170,-
comp63560_c0_seq3,emue14428,M , 4, -, -, -,  N,-,884,-
comp63560_c0_seq3,emue14429,M , 1, hsap1905, mmus1012, -,  Y,TTC19,334,Ttc19
comp63563_c0_seq1,emue14430,_ , 4, -, -, -,  N,-,227,-
comp63564_c0_seq1,emue14431,_ , 1, -, -, -,  N,-,335,-
comp63564_c0_seq2,emue14432,_ , 1, -, -, -,  N,-,301,-
comp63565_c1_seq5,emue14433,_ , 4, -, -, scer805,  Y,-,1206,-
comp63567_c0_seq1,emue14434,_ , 1, -, -, -,  N,-,675,-
comp63568_c0_seq10,emue14435,S , 5, -, -, -,  N,-,1185,-
comp63568_c0_seq10,emue14436,_ , 2, -, -, -,  N,-,305,-
comp63569_c0_seq6,emue14437,S , 1, -, -, -,  N,-,217,-
comp63570_c0_seq2,emue14438,_ , 4, -, -, -,  N,-,246,-
comp63570_c0_seq3,emue14439,_ , 4, -, -, -,  N,-,171,-
comp63570_c0_seq4,emue14440,_ , 4, -, -, -,  N,-,245,-
comp63572_c1_seq2,emue14441,_ , 2, -, -, -,  N,-,473,-
comp63573_c0_seq2,emue14442,S , 3, -, -, -,  N,-,108,-
comp63573_c0_seq2,emue14443,_ , 5, -, -, -,  N,-,278,-
comp63574_c0_seq2,emue14444,_ , 1, -, -, -,  N,-,164,-
comp63575_c0_seq4,emue14445,_ , 4, -, -, -,  N,-,141,-
comp63575_c0_seq7,emue14446,_ , 4, -, -, -,  N,-,165,-
comp63576_c0_seq2,emue14447,_ , 4, -, -, -,  N,-,353,-
comp63577_c0_seq2,emue14448,_ , 3, -, -, -,  N,-,194,-
comp63577_c0_seq2,emue14449,_ , 2, -, -, -,  N,-,142,-
comp63577_c0_seq2,emue14450,S , 1, -, -, -,  N,-,413,-
comp63577_c0_seq4,emue14451,S , 1, -, -, -,  N,-,413,-
comp63577_c0_seq4,emue14452,_ , 2, -, -, -,  N,-,142,-
comp63577_c0_seq4,emue14453,S , 5, -, -, -,  N,-,143,-
comp63577_c0_seq8,emue14454,_ , 3, -, -, -,  N,-,699,-
comp63577_c0_seq9,emue14455,S , 1, -, -, -,  N,-,195,-
comp63578_c0_seq2,emue14456,M , 4, -, -, -,  N,-,305,-
comp63579_c0_seq1,emue14457,_ , 3, -, -, -,  N,-,580,-
comp63580_c0_seq2,emue14458,M , 5, -, -, -,  N,-,233,-
comp63580_c0_seq2,emue14459,M , 2, -, -, -,  Y,-,317,-
comp63581_c0_seq1,emue14460,S , 3, -, -, -,  N,-,120,-
comp63581_c0_seq4,emue14461,S , 2, -, -, -,  N,-,114,-
comp63582_c0_seq1,emue14462,S , 2, -, -, -,  N,-,226,-
comp63582_c0_seq2,emue14463,S , 3, -, -, -,  N,-,99,-
comp63582_c0_seq6,emue14464,_ , 4, -, -, -,  N,-,112,-
comp63585_c0_seq1,emue14465,_ , 1, -, -, -,  N,-,812,-
comp63587_c0_seq4,emue14466,_ , 2, -, -, -,  N,-,560,-
comp63588_c0_seq1,emue14467,_ , 2, -, -, -,  N,-,553,-
comp63589_c0_seq1,emue14468,_ , 4, -, -, -,  N,-,459,-
comp63589_c1_seq1,emue14469,_ , 4, -, -, -,  N,-,286,-
comp63590_c0_seq1,emue14470,_ , 3, -, -, -,  N,-,161,-
comp63591_c0_seq1,emue14471,_ , 3, -, -, -,  N,-,151,-
comp63591_c0_seq2,emue14472,S , 4, -, -, -,  N,-,133,-
comp63591_c0_seq4,emue14473,_ , 3, -, -, -,  N,-,365,-
comp63592_c0_seq10,emue14474,S , 3, -, -, -,  N,-,155,-
comp63592_c0_seq11,emue14475,_ , 5, -, -, -,  N,-,123,-
comp63592_c0_seq2,emue14476,S , 1, -, -, -,  N,-,501,-
comp63592_c0_seq3,emue14477,S , 3, -, -, -,  N,-,144,-
comp63592_c0_seq4,emue14478,_ , 4, -, -, -,  N,-,564,-
comp63593_c0_seq1,emue14479,_ , 3, -, -, -,  N,-,521,-
comp63599_c0_seq1,emue14480,_ , 1, -, -, -,  N,-,2196,-
comp63600_c0_seq1,emue14481,_ , 2, -, -, -,  N,-,1032,-
comp63601_c1_seq8,emue14482,_ , 2, -, -, -,  N,-,335,-
comp636021_c0_seq1,emue14483,_ , 4, -, -, -,  N,-,102,-
comp63602_c0_seq11,emue14484,_ , 2, -, -, -,  N,-,590,-
comp63604_c0_seq10,emue14485,M , 4, -, -, -,  N,-,413,-
comp63604_c0_seq35,emue14486,_ , 1, -, -, -,  N,-,103,-
comp63604_c0_seq4,emue14487,M , 4, -, -, -,  N,-,182,-
comp63605_c0_seq2,emue14488,_ , 2, -, -, -,  N,-,348,-
comp63607_c0_seq1,emue14489,_ , 1, -, -, -,  N,-,127,-
comp63608_c0_seq4,emue14490,_ , 2, -, -, -,  N,-,499,-
comp63610_c1_seq5,emue14491,_ , 1, -, -, -,  N,-,377,-
comp63610_c1_seq6,emue14492,_ , 1, -, -, -,  N,-,256,-
comp63613_c0_seq4,emue14493,_ , 4, -, -, -,  N,-,111,-
comp63613_c0_seq5,emue14494,_ , 2, -, -, -,  N,-,593,-
comp63615_c0_seq1,emue14495,_ , 3, -, -, -,  N,-,624,-
comp63615_c0_seq7,emue14496,M , 5, -, -, -,  N,-,382,-
comp63616_c0_seq1,emue14497,S , 1, -, -, -,  N,-,605,-
comp63617_c0_seq1,emue14498,_ , 1, -, -, -,  N,-,1523,-
comp63618_c3_seq1,emue14499,_ , 2, -, -, -,  N,-,108,-
comp63618_c3_seq3,emue14500,M , 2, hsap1676, mmus1095, -,  Y,GSTZ1,229,Gstz1
comp63618_c3_seq4,emue14501,M , 2, -, -, -,  Y,-,133,-
comp63619_c0_seq1,emue14502,_ , 3, -, -, -,  N,-,326,-
comp63620_c0_seq5,emue14503,_ , 1, -, -, -,  N,-,1076,-
comp63620_c0_seq7,emue14504,_ , 4, -, -, -,  N,-,154,-
comp63620_c0_seq7,emue14505,_ , 1, -, -, -,  N,-,209,-
comp63621_c0_seq1,emue14506,S , 1, -, -, -,  N,-,271,-
comp63621_c0_seq1,emue14507,_ , 2, -, -, -,  N,-,371,-
comp63621_c0_seq1,emue14508,S , 5, hsap1046, mmus1496, scer306,  Y,AK3,248,Ak3
comp63622_c0_seq4,emue14509,_ , 3, -, -, -,  N,-,104,-
comp63624_c0_seq1,emue14510,_ , 5, -, -, -,  N,-,128,-
comp63624_c0_seq2,emue14511,_ , 2, -, -, -,  N,-,481,-
comp63625_c1_seq2,emue14512,_ , 2, -, -, -,  N,-,1436,-
comp63625_c1_seq2,emue14513,M , 5, -, -, -,  N,-,330,-
comp63625_c1_seq3,emue14514,M , 5, -, -, -,  N,-,330,-
comp63625_c1_seq3,emue14515,S , 4, -, -, -,  N,-,257,-
comp63625_c1_seq3,emue14516,_ , 2, -, -, -,  N,-,950,-
comp63625_c1_seq4,emue14517,M , 5, -, -, -,  N,-,423,-
comp63625_c1_seq4,emue14518,_ , 2, -, -, -,  N,-,1436,-
comp63626_c0_seq1,emue14519,M , 3, -, -, -,  Y,-,228,-
comp63626_c0_seq3,emue14520,S , 2, hsap1357, mmus171, -,  Y,PTPMT1,213,Ptpmt1
comp63627_c0_seq1,emue14521,_ , 1, -, -, -,  N,-,143,-
comp63627_c0_seq4,emue14522,_ , 1, -, -, -,  N,-,349,-
comp63627_c0_seq6,emue14523,_ , 1, -, -, -,  N,-,378,-
comp63628_c0_seq14,emue14524,_ , 5, -, -, -,  N,-,157,-
comp63628_c0_seq15,emue14525,S , 1, -, -, -,  N,-,158,-
comp63628_c0_seq18,emue14526,_ , 5, -, -, -,  N,-,292,-
comp63628_c0_seq31,emue14527,S , 1, -, -, -,  N,-,104,-
comp63628_c0_seq8,emue14528,_ , 5, -, -, -,  N,-,144,-
comp63629_c0_seq5,emue14529,_ , 2, -, -, -,  N,-,326,-
comp63629_c0_seq7,emue14530,_ , 3, -, -, -,  N,-,156,-
comp63629_c0_seq7,emue14531,M , 1, -, -, -,  Y,-,138,-
comp63629_c0_seq8,emue14532,_ , 3, -, -, -,  N,-,239,-
comp63629_c0_seq8,emue14533,_ , 2, -, -, -,  N,-,309,-
comp63632_c0_seq2,emue14534,_ , 2, -, -, -,  N,-,842,-
comp63632_c0_seq2,emue14535,_ , 4, -, -, -,  N,-,177,-
comp63633_c0_seq1,emue14536,_ , 2, -, -, -,  N,-,652,-
comp63633_c0_seq1,emue14537,_ , 4, -, -, -,  N,-,120,-
comp63633_c0_seq5,emue14538,_ , 2, -, -, -,  N,-,652,-
comp63633_c0_seq5,emue14539,_ , 5, -, -, -,  N,-,148,-
comp63633_c0_seq8,emue14540,S , 5, -, -, -,  N,-,784,-
comp63634_c0_seq1,emue14541,_ , 3, -, -, -,  N,-,967,-
comp63634_c0_seq2,emue14542,_ , 3, -, -, -,  N,-,965,-
comp63634_c0_seq3,emue14543,_ , 3, -, -, -,  N,-,944,-
comp63634_c0_seq4,emue14544,_ , 3, -, -, -,  N,-,942,-
comp63635_c0_seq1,emue14545,_ , 1, -, -, -,  N,-,752,-
comp63637_c0_seq2,emue14546,S , 2, -, -, -,  N,-,1177,-
comp63638_c0_seq1,emue14547,M , 5, -, -, -,  N,-,217,-
comp63638_c0_seq2,emue14548,_ , 5, -, -, -,  N,-,293,-
comp63639_c0_seq1,emue14549,_ , 2, -, -, -,  N,-,168,-
comp63639_c0_seq3,emue14550,_ , 1, -, -, -,  N,-,272,-
comp63639_c0_seq4,emue14551,_ , 1, -, -, -,  N,-,496,-
comp63639_c0_seq5,emue14552,_ , 2, -, -, -,  N,-,166,-
comp63639_c1_seq1,emue14553,_ , 2, -, -, -,  N,-,515,-
comp63640_c0_seq11,emue14554,_ , 1, -, -, -,  N,-,300,-
comp63640_c0_seq11,emue14555,_ , 1, -, -, -,  N,-,103,-
comp63640_c0_seq14,emue14556,_ , 1, -, -, -,  N,-,214,-
comp63640_c0_seq18,emue14557,_ , 1, -, -, -,  N,-,497,-
comp63641_c0_seq2,emue14558,S , 1, -, -, -,  N,-,424,-
comp63642_c0_seq2,emue14559,_ , 2, -, -, -,  N,-,286,-
comp63642_c0_seq4,emue14560,_ , 1, -, -, -,  N,-,276,-
comp63642_c0_seq4,emue14561,_ , 2, -, -, -,  N,-,286,-
comp63642_c0_seq9,emue14562,_ , 2, -, -, -,  N,-,286,-
comp63642_c0_seq9,emue14563,_ , 1, -, -, -,  N,-,304,-
comp63645_c0_seq2,emue14564,_ , 2, -, -, -,  N,-,530,-
comp63645_c0_seq5,emue14565,_ , 2, -, -, -,  N,-,490,-
comp63645_c0_seq6,emue14566,_ , 2, -, -, -,  N,-,130,-
comp63646_c0_seq6,emue14567,_ , 4, -, -, -,  N,-,516,-
comp63647_c0_seq15,emue14568,M , 5, -, -, -,  N,-,1116,-
comp63647_c0_seq17,emue14569,_ , 1, -, -, -,  N,-,124,-
comp63647_c0_seq17,emue14570,S , 1, -, -, -,  N,-,143,-
comp63647_c0_seq17,emue14571,M , 5, -, -, -,  N,-,431,-
comp63647_c0_seq21,emue14572,M , 5, -, -, -,  N,-,431,-
comp63648_c0_seq2,emue14573,_ , 4, -, -, -,  N,-,156,-
