transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
gb|GBGI01012963.1||m.11427 gb|GBGI01012963.1||g.11427  ,kiwa10876,S,1,-,-,-,N,-,439,-,-
gb|GBGI01012964.1||m.11429 gb|GBGI01012964.1||g.11429  ,kiwa10877,S,1,-,-,-,N,-,439,-,-
gb|GBGI01012973.1||m.11431 gb|GBGI01012973.1||g.11431  ,kiwa10878,_,2,-,-,-,N,-,146,-,-
gb|GBGI01012974.1||m.11432 gb|GBGI01012974.1||g.11432  ,kiwa10879,_,2,-,-,-,N,-,274,-,-
gb|GBGI01012975.1||m.11433 gb|GBGI01012975.1||g.11433  ,kiwa10880,_,2,-,-,-,N,-,224,-,-
gb|GBGI01012976.1||m.11434 gb|GBGI01012976.1||g.11434  ,kiwa10881,_,2,-,-,-,N,-,195,-,-
gb|GBGI01012977.1||m.11435 gb|GBGI01012977.1||g.11435  ,kiwa10882,_,2,-,-,-,N,-,110,-,-
gb|GBGI01012978.1||m.11436 gb|GBGI01012978.1||g.11436  ,kiwa10883,_,2,-,-,-,N,-,110,-,-
gb|GBGI01012979.1||m.11437 gb|GBGI01012979.1||g.11437  ,kiwa10884,_,2,-,-,-,N,-,195,-,-
gb|GBGI01012981.1||m.11438 gb|GBGI01012981.1||g.11438  ,kiwa10885,_,2,-,-,-,N,-,195,-,-
gb|GBGI01012983.1||m.11439 gb|GBGI01012983.1||g.11439  ,kiwa10886,_,2,-,-,-,N,-,155,-,-
gb|GBGI01012984.1||m.11440 gb|GBGI01012984.1||g.11440  ,kiwa10887,_,2,-,-,-,N,-,155,-,-
gb|GBGI01012985.1||m.11441 gb|GBGI01012985.1||g.11441  ,kiwa10888,_,2,-,-,-,N,-,224,-,-
gb|GBGI01012986.1||m.11442 gb|GBGI01012986.1||g.11442  ,kiwa10889,_,2,-,-,-,N,-,217,-,-
gb|GBGI01012987.1||m.11443 gb|GBGI01012987.1||g.11443  ,kiwa10890,_,1,-,-,-,N,-,467,-,-
gb|GBGI01012988.1||m.11444 gb|GBGI01012988.1||g.11444  ,kiwa10891,_,1,-,-,-,N,-,318,-,-
gb|GBGI01012989.1||m.11445 gb|GBGI01012989.1||g.11445  ,kiwa10892,_,1,-,-,-,N,-,318,-,-
gb|GBGI01012990.1||m.11447 gb|GBGI01012990.1||g.11447  ,kiwa10893,_,2,-,-,-,N,-,484,-,-
gb|GBGI01012991.1||m.11448 gb|GBGI01012991.1||g.11448  ,kiwa10894,_,1,-,-,-,N,-,467,-,-
gb|GBGI01012992.1||m.11449 gb|GBGI01012992.1||g.11449  ,kiwa10895,_,2,-,-,-,N,-,467,-,-
gb|GBGI01012993.1||m.11450 gb|GBGI01012993.1||g.11450  ,kiwa10896,_,1,-,-,-,N,-,318,-,-
gb|GBGI01012994.1||m.11452 gb|GBGI01012994.1||g.11452  ,kiwa10897,_,1,-,-,-,N,-,318,-,-
gb|GBGI01012995.1||m.11453 gb|GBGI01012995.1||g.11453  ,kiwa10898,_,1,-,-,-,N,-,450,-,-
gb|GBGI01012996.1||m.11454 gb|GBGI01012996.1||g.11454  ,kiwa10899,_,1,-,-,-,N,-,450,-,-
gb|GBGI01012997.1||m.11455 gb|GBGI01012997.1||g.11455  ,kiwa10900,_,1,-,-,-,N,-,161,-,-
gb|GBGI01012997.1||m.11456 gb|GBGI01012997.1||g.11456  ,kiwa10901,_,3,-,-,-,N,-,131,-,-
gb|GBGI01012998.1||m.11457 gb|GBGI01012998.1||g.11457  ,kiwa10902,_,2,-,-,-,N,-,484,-,-
gb|GBGI01012999.1||m.11458 gb|GBGI01012999.1||g.11458  ,kiwa10903,_,4,-,-,-,N,-,117,-,-
gb|GBGI01013000.1||m.11459 gb|GBGI01013000.1||g.11459  ,kiwa10904,_,4,-,-,-,N,-,109,-,-
gb|GBGI01013001.1||m.11460 gb|GBGI01013001.1||g.11460  ,kiwa10905,_,4,-,-,-,N,-,131,-,-
gb|GBGI01013005.1||m.11462 gb|GBGI01013005.1||g.11462  ,kiwa10906,_,4,-,-,-,N,-,131,-,-
gb|GBGI01013007.1||m.11464 gb|GBGI01013007.1||g.11464  ,kiwa10907,_,2,-,-,-,N,-,122,-,-
gb|GBGI01013009.1||m.11467 gb|GBGI01013009.1||g.11467  ,kiwa10908,_,3,-,-,-,N,-,143,-,-
gb|GBGI01013010.1||m.11468 gb|GBGI01013010.1||g.11468  ,kiwa10909,_,2,-,-,-,N,-,112,-,-
gb|GBGI01013016.1||m.11470 gb|GBGI01013016.1||g.11470  ,kiwa10910,S,3,-,-,-,N,-,144,-,-
gb|GBGI01013017.1||m.11471 gb|GBGI01013017.1||g.11471  ,kiwa10911,_,2,-,-,-,N,-,176,-,-
gb|GBGI01013018.1||m.11472 gb|GBGI01013018.1||g.11472  ,kiwa10912,_,2,-,-,-,N,-,245,-,-
gb|GBGI01013019.1||m.11473 gb|GBGI01013019.1||g.11473  ,kiwa10913,S,4,-,-,-,N,-,130,-,-
gb|GBGI01013020.1||m.11474 gb|GBGI01013020.1||g.11474  ,kiwa10914,S,3,-,-,-,N,-,144,-,-
gb|GBGI01013020.1||m.11475 gb|GBGI01013020.1||g.11475  ,kiwa10915,_,3,-,-,-,N,-,106,-,-
gb|GBGI01013021.1||m.11476 gb|GBGI01013021.1||g.11476  ,kiwa10916,_,4,-,-,-,N,-,139,-,-
gb|GBGI01013022.1||m.11477 gb|GBGI01013022.1||g.11477  ,kiwa10917,_,4,-,-,-,N,-,139,-,-
gb|GBGI01013023.1||m.11478 gb|GBGI01013023.1||g.11478  ,kiwa10918,_,4,-,-,-,N,-,139,-,-
gb|GBGI01013024.1||m.11479 gb|GBGI01013024.1||g.11479  ,kiwa10919,_,4,-,-,-,N,-,139,-,-
gb|GBGI01013025.1||m.11480 gb|GBGI01013025.1||g.11480  ,kiwa10920,_,4,hsap614,mmus439,-,Y,MRPS18C,139,Mrps18c,-
gb|GBGI01013027.1||m.11481 gb|GBGI01013027.1||g.11481  ,kiwa10921,_,1,-,-,-,N,-,156,-,-
gb|GBGI01013028.1||m.11482 gb|GBGI01013028.1||g.11482  ,kiwa10922,_,1,-,-,-,N,-,156,-,-
gb|GBGI01013029.1||m.11483 gb|GBGI01013029.1||g.11483  ,kiwa10923,_,1,-,-,-,N,-,732,-,-
gb|GBGI01013030.1||m.11484 gb|GBGI01013030.1||g.11484  ,kiwa10924,_,1,-,-,-,N,-,712,-,-
gb|GBGI01013031.1||m.11485 gb|GBGI01013031.1||g.11485  ,kiwa10925,_,3,-,-,-,N,-,121,-,-
gb|GBGI01013032.1||m.11486 gb|GBGI01013032.1||g.11486  ,kiwa10926,S,2,-,-,-,N,-,681,-,-
gb|GBGI01013033.1||m.11487 gb|GBGI01013033.1||g.11487  ,kiwa10927,S,2,-,-,-,N,-,663,-,-
gb|GBGI01013034.1||m.11488 gb|GBGI01013034.1||g.11488  ,kiwa10928,S,2,-,-,-,N,-,663,-,-
gb|GBGI01013035.1||m.11489 gb|GBGI01013035.1||g.11489  ,kiwa10929,S,4,-,-,-,N,-,256,-,-
gb|GBGI01013036.1||m.11491 gb|GBGI01013036.1||g.11491  ,kiwa10930,_,1,-,-,-,N,-,131,-,-
gb|GBGI01013036.1||m.11490 gb|GBGI01013036.1||g.11490  ,kiwa10931,_,1,-,-,-,N,-,139,-,-
gb|GBGI01013037.1||m.11493 gb|GBGI01013037.1||g.11493  ,kiwa10932,_,1,-,-,-,N,-,128,-,-
gb|GBGI01013037.1||m.11492 gb|GBGI01013037.1||g.11492  ,kiwa10933,_,1,-,-,-,N,-,139,-,-
gb|GBGI01013038.1||m.11494 gb|GBGI01013038.1||g.11494  ,kiwa10934,_,1,-,-,-,N,-,139,-,-
gb|GBGI01013038.1||m.11495 gb|GBGI01013038.1||g.11495  ,kiwa10935,_,1,-,-,-,N,-,124,-,-
gb|GBGI01013039.1||m.11496 gb|GBGI01013039.1||g.11496  ,kiwa10936,_,1,-,-,-,N,-,131,-,-
gb|GBGI01013039.1||m.11497 gb|GBGI01013039.1||g.11497  ,kiwa10937,_,3,-,-,-,N,-,112,-,-
gb|GBGI01013040.1||m.11498 gb|GBGI01013040.1||g.11498  ,kiwa10938,_,1,-,-,-,N,-,139,-,-
gb|GBGI01013040.1||m.11499 gb|GBGI01013040.1||g.11499  ,kiwa10939,_,1,-,-,-,N,-,103,-,-
gb|GBGI01013041.1||m.11501 gb|GBGI01013041.1||g.11501  ,kiwa10940,_,1,-,-,-,N,-,131,-,-
gb|GBGI01013041.1||m.11500 gb|GBGI01013041.1||g.11500  ,kiwa10941,_,1,-,-,-,N,-,139,-,-
gb|GBGI01013042.1||m.11502 gb|GBGI01013042.1||g.11502  ,kiwa10942,_,1,-,-,-,N,-,128,-,-
gb|GBGI01013042.1||m.11503 gb|GBGI01013042.1||g.11503  ,kiwa10943,_,3,-,-,-,N,-,112,-,-
gb|GBGI01013043.1||m.11504 gb|GBGI01013043.1||g.11504  ,kiwa10944,_,1,-,-,-,N,-,139,-,-
gb|GBGI01013043.1||m.11505 gb|GBGI01013043.1||g.11505  ,kiwa10945,_,1,-,-,-,N,-,128,-,-
gb|GBGI01013044.1||m.11506 gb|GBGI01013044.1||g.11506  ,kiwa10946,_,1,-,-,-,N,-,148,-,-
gb|GBGI01013044.1||m.11507 gb|GBGI01013044.1||g.11507  ,kiwa10947,_,1,-,-,-,N,-,139,-,-
gb|GBGI01013045.1||m.11509 gb|GBGI01013045.1||g.11509  ,kiwa10948,_,1,-,-,-,N,-,103,-,-
gb|GBGI01013045.1||m.11508 gb|GBGI01013045.1||g.11508  ,kiwa10949,_,1,-,-,-,N,-,139,-,-
gb|GBGI01013046.1||m.11510 gb|GBGI01013046.1||g.11510  ,kiwa10950,_,1,-,-,-,N,-,139,-,-
gb|GBGI01013046.1||m.11511 gb|GBGI01013046.1||g.11511  ,kiwa10951,_,1,-,-,-,N,-,124,-,-
gb|GBGI01013047.1||m.11512 gb|GBGI01013047.1||g.11512  ,kiwa10952,_,1,-,-,-,N,-,149,-,-
gb|GBGI01013048.1||m.11513 gb|GBGI01013048.1||g.11513  ,kiwa10953,_,3,-,-,-,N,-,1089,-,-
gb|GBGI01013049.1||m.11515 gb|GBGI01013049.1||g.11515  ,kiwa10954,_,5,-,-,-,N,-,128,-,-
gb|GBGI01013049.1||m.11514 gb|GBGI01013049.1||g.11514  ,kiwa10955,_,2,-,-,-,N,-,559,-,-
gb|GBGI01013050.1||m.11517 gb|GBGI01013050.1||g.11517  ,kiwa10956,_,2,-,-,-,N,-,552,-,-
gb|GBGI01013050.1||m.11518 gb|GBGI01013050.1||g.11518  ,kiwa10957,_,5,-,-,-,N,-,128,-,-
gb|GBGI01013051.1||m.11520 gb|GBGI01013051.1||g.11520  ,kiwa10958,_,2,-,-,-,N,-,559,-,-
gb|GBGI01013052.1||m.11522 gb|GBGI01013052.1||g.11522  ,kiwa10959,_,2,-,-,-,N,-,536,-,-
gb|GBGI01013053.1||m.11524 gb|GBGI01013053.1||g.11524  ,kiwa10960,_,3,-,-,-,N,-,902,-,-
gb|GBGI01013053.1||m.11525 gb|GBGI01013053.1||g.11525  ,kiwa10961,_,2,-,-,-,N,-,559,-,-
gb|GBGI01013054.1||m.11528 gb|GBGI01013054.1||g.11528  ,kiwa10962,_,2,-,-,-,N,-,536,-,-
gb|GBGI01013054.1||m.11527 gb|GBGI01013054.1||g.11527  ,kiwa10963,_,3,-,-,-,N,-,902,-,-
gb|GBGI01013055.1||m.11530 gb|GBGI01013055.1||g.11530  ,kiwa10964,_,2,-,-,-,N,-,536,-,-
gb|GBGI01013055.1||m.11531 gb|GBGI01013055.1||g.11531  ,kiwa10965,_,2,-,-,-,N,-,227,-,-
gb|GBGI01013056.1||m.11533 gb|GBGI01013056.1||g.11533  ,kiwa10966,_,2,-,-,-,N,-,552,-,-
gb|GBGI01013057.1||m.11536 gb|GBGI01013057.1||g.11536  ,kiwa10967,_,2,-,-,-,N,-,227,-,-
gb|GBGI01013057.1||m.11535 gb|GBGI01013057.1||g.11535  ,kiwa10968,_,2,-,-,-,N,-,559,-,-
gb|GBGI01013058.1||m.11539 gb|GBGI01013058.1||g.11539  ,kiwa10969,_,2,-,-,scer460,Y,-,227,-,YHR080C
gb|GBGI01013058.1||m.11538 gb|GBGI01013058.1||g.11538  ,kiwa10970,_,2,-,-,-,N,-,552,-,-
gb|GBGI01013060.1||m.11541 gb|GBGI01013060.1||g.11541  ,kiwa10971,S,2,-,-,-,N,-,644,-,-
gb|GBGI01013061.1||m.11542 gb|GBGI01013061.1||g.11542  ,kiwa10972,_,2,-,-,-,N,-,451,-,-
gb|GBGI01013062.1||m.11544 gb|GBGI01013062.1||g.11544  ,kiwa10973,_,2,-,-,-,N,-,161,-,-
gb|GBGI01013062.1||m.11543 gb|GBGI01013062.1||g.11543  ,kiwa10974,_,5,-,-,-,N,-,209,-,-
gb|GBGI01013063.1||m.11545 gb|GBGI01013063.1||g.11545  ,kiwa10975,S,2,-,-,-,N,-,242,-,-
gb|GBGI01013064.1||m.11546 gb|GBGI01013064.1||g.11546  ,kiwa10976,_,2,-,-,-,N,-,203,-,-
gb|GBGI01013067.1||m.11549 gb|GBGI01013067.1||g.11549  ,kiwa10977,_,1,-,-,-,N,-,291,-,-
gb|GBGI01013068.1||m.11552 gb|GBGI01013068.1||g.11552  ,kiwa10978,_,2,-,-,-,N,-,102,-,-
gb|GBGI01013070.1||m.11553 gb|GBGI01013070.1||g.11553  ,kiwa10979,_,3,-,-,-,N,-,556,-,-
gb|GBGI01013071.1||m.11554 gb|GBGI01013071.1||g.11554  ,kiwa10980,_,3,-,-,-,N,-,509,-,-
gb|GBGI01013072.1||m.11555 gb|GBGI01013072.1||g.11555  ,kiwa10981,_,3,-,-,-,N,-,509,-,-
gb|GBGI01013073.1||m.11557 gb|GBGI01013073.1||g.11557  ,kiwa10982,_,2,-,-,-,N,-,131,-,-
gb|GBGI01013073.1||m.11556 gb|GBGI01013073.1||g.11556  ,kiwa10983,_,3,-,-,-,N,-,274,-,-
gb|GBGI01013074.1||m.11558 gb|GBGI01013074.1||g.11558  ,kiwa10984,_,3,-,-,-,N,-,556,-,-
gb|GBGI01013075.1||m.11559 gb|GBGI01013075.1||g.11559  ,kiwa10985,_,3,-,-,-,N,-,556,-,-
gb|GBGI01013077.1||m.11561 gb|GBGI01013077.1||g.11561  ,kiwa10986,_,2,-,-,-,N,-,178,-,-
gb|GBGI01013077.1||m.11560 gb|GBGI01013077.1||g.11560  ,kiwa10987,_,3,-,-,-,N,-,274,-,-
gb|GBGI01013078.1||m.11562 gb|GBGI01013078.1||g.11562  ,kiwa10988,_,3,-,-,-,N,-,556,-,-
gb|GBGI01013079.1||m.11563 gb|GBGI01013079.1||g.11563  ,kiwa10989,_,3,-,-,-,N,-,556,-,-
gb|GBGI01013080.1||m.11565 gb|GBGI01013080.1||g.11565  ,kiwa10990,_,2,-,-,-,N,-,178,-,-
gb|GBGI01013080.1||m.11564 gb|GBGI01013080.1||g.11564  ,kiwa10991,_,3,-,-,-,N,-,274,-,-
gb|GBGI01013082.1||m.11567 gb|GBGI01013082.1||g.11567  ,kiwa10992,_,2,-,-,-,N,-,178,-,-
gb|GBGI01013082.1||m.11566 gb|GBGI01013082.1||g.11566  ,kiwa10993,_,3,-,-,-,N,-,274,-,-
gb|GBGI01013083.1||m.11569 gb|GBGI01013083.1||g.11569  ,kiwa10994,_,2,-,-,-,N,-,178,-,-
gb|GBGI01013083.1||m.11568 gb|GBGI01013083.1||g.11568  ,kiwa10995,_,3,-,-,-,N,-,274,-,-
gb|GBGI01013084.1||m.11570 gb|GBGI01013084.1||g.11570  ,kiwa10996,_,3,-,-,-,N,-,274,-,-
gb|GBGI01013084.1||m.11571 gb|GBGI01013084.1||g.11571  ,kiwa10997,_,2,-,-,-,N,-,178,-,-
gb|GBGI01013101.1||m.11572 gb|GBGI01013101.1||g.11572  ,kiwa10998,_,2,-,-,-,N,-,374,-,-
gb|GBGI01013102.1||m.11574 gb|GBGI01013102.1||g.11574  ,kiwa10999,_,2,-,-,-,N,-,196,-,-
gb|GBGI01013102.1||m.11573 gb|GBGI01013102.1||g.11573  ,kiwa11000,_,1,-,-,-,N,-,221,-,-
gb|GBGI01013103.1||m.11576 gb|GBGI01013103.1||g.11576  ,kiwa11001,_,2,-,-,-,N,-,120,-,-
gb|GBGI01013103.1||m.11575 gb|GBGI01013103.1||g.11575  ,kiwa11002,_,2,-,-,-,N,-,236,-,-
gb|GBGI01013104.1||m.11577 gb|GBGI01013104.1||g.11577  ,kiwa11003,_,1,-,-,-,N,-,221,-,-
gb|GBGI01013104.1||m.11578 gb|GBGI01013104.1||g.11578  ,kiwa11004,_,2,-,-,-,N,-,120,-,-
gb|GBGI01013105.1||m.11579 gb|GBGI01013105.1||g.11579  ,kiwa11005,_,3,-,-,-,N,-,187,-,-
gb|GBGI01013106.1||m.11580 gb|GBGI01013106.1||g.11580  ,kiwa11006,_,3,-,-,-,N,-,627,-,-
gb|GBGI01013107.1||m.11582 gb|GBGI01013107.1||g.11582  ,kiwa11007,_,3,-,-,-,N,-,602,-,-
gb|GBGI01013109.1||m.11584 gb|GBGI01013109.1||g.11584  ,kiwa11008,_,1,-,-,-,N,-,324,-,-
gb|GBGI01013110.1||m.11586 gb|GBGI01013110.1||g.11586  ,kiwa11009,_,1,-,-,-,N,-,144,-,-
gb|GBGI01013110.1||m.11585 gb|GBGI01013110.1||g.11585  ,kiwa11010,_,1,-,-,-,N,-,324,-,-
gb|GBGI01013111.1||m.11587 gb|GBGI01013111.1||g.11587  ,kiwa11011,_,1,-,-,-,N,-,292,-,-
gb|GBGI01013112.1||m.11588 gb|GBGI01013112.1||g.11588  ,kiwa11012,_,1,-,-,-,N,-,292,-,-
gb|GBGI01013127.1||m.11589 gb|GBGI01013127.1||g.11589  ,kiwa11013,M,3,-,-,-,Y,-,537,-,-
gb|GBGI01013129.1||m.11590 gb|GBGI01013129.1||g.11590  ,kiwa11014,_,4,-,-,-,N,-,627,-,-
gb|GBGI01013130.1||m.11592 gb|GBGI01013130.1||g.11592  ,kiwa11015,_,2,-,-,-,N,-,167,-,-
gb|GBGI01013130.1||m.11591 gb|GBGI01013130.1||g.11591  ,kiwa11016,_,5,-,-,-,N,-,194,-,-
gb|GBGI01013131.1||m.11594 gb|GBGI01013131.1||g.11594  ,kiwa11017,_,5,-,-,-,N,-,129,-,-
gb|GBGI01013131.1||m.11593 gb|GBGI01013131.1||g.11593  ,kiwa11018,_,2,-,-,-,N,-,167,-,-
gb|GBGI01013133.1||m.11596 gb|GBGI01013133.1||g.11596  ,kiwa11019,_,1,-,-,-,N,-,135,-,-
gb|GBGI01013133.1||m.11595 gb|GBGI01013133.1||g.11595  ,kiwa11020,_,2,-,-,-,N,-,150,-,-
gb|GBGI01013134.1||m.11597 gb|GBGI01013134.1||g.11597  ,kiwa11021,S,1,-,-,-,N,-,504,-,-
gb|GBGI01013135.1||m.11599 gb|GBGI01013135.1||g.11599  ,kiwa11022,_,1,-,-,-,N,-,135,-,-
gb|GBGI01013135.1||m.11598 gb|GBGI01013135.1||g.11598  ,kiwa11023,S,1,-,-,-,N,-,225,-,-
gb|GBGI01013136.1||m.11600 gb|GBGI01013136.1||g.11600  ,kiwa11024,S,1,-,-,-,N,-,357,-,-
gb|GBGI01013136.1||m.11601 gb|GBGI01013136.1||g.11601  ,kiwa11025,_,1,-,-,-,N,-,135,-,-
gb|GBGI01013137.1||m.11603 gb|GBGI01013137.1||g.11603  ,kiwa11026,S,1,-,-,-,N,-,225,-,-
gb|GBGI01013137.1||m.11602 gb|GBGI01013137.1||g.11602  ,kiwa11027,_,3,-,-,-,N,-,270,-,-
gb|GBGI01013138.1||m.11604 gb|GBGI01013138.1||g.11604  ,kiwa11028,_,2,-,-,-,N,-,429,-,-
gb|GBGI01013139.1||m.11605 gb|GBGI01013139.1||g.11605  ,kiwa11029,_,1,-,-,-,N,-,135,-,-
gb|GBGI01013140.1||m.11607 gb|GBGI01013140.1||g.11607  ,kiwa11030,_,2,-,-,-,N,-,150,-,-
gb|GBGI01013140.1||m.11606 gb|GBGI01013140.1||g.11606  ,kiwa11031,_,3,-,-,-,N,-,270,-,-
gb|GBGI01013141.1||m.11609 gb|GBGI01013141.1||g.11609  ,kiwa11032,_,1,-,-,-,N,-,135,-,-
gb|GBGI01013141.1||m.11608 gb|GBGI01013141.1||g.11608  ,kiwa11033,_,2,-,-,-,N,-,282,-,-
gb|GBGI01013143.1||m.11611 gb|GBGI01013143.1||g.11611  ,kiwa11034,_,2,-,-,-,N,-,125,-,-
gb|GBGI01013143.1||m.11610 gb|GBGI01013143.1||g.11610  ,kiwa11035,S,2,-,-,-,N,-,337,-,-
gb|GBGI01013144.1||m.11613 gb|GBGI01013144.1||g.11613  ,kiwa11036,_,2,-,-,-,N,-,212,-,-
gb|GBGI01013144.1||m.11612 gb|GBGI01013144.1||g.11612  ,kiwa11037,S,2,-,-,-,N,-,337,-,-
gb|GBGI01013145.1||m.11614 gb|GBGI01013145.1||g.11614  ,kiwa11038,S,2,-,-,-,N,-,337,-,-
gb|GBGI01013145.1||m.11615 gb|GBGI01013145.1||g.11615  ,kiwa11039,_,2,-,-,-,N,-,118,-,-
gb|GBGI01013146.1||m.11617 gb|GBGI01013146.1||g.11617  ,kiwa11040,_,1,-,-,-,N,-,104,-,-
gb|GBGI01013146.1||m.11616 gb|GBGI01013146.1||g.11616  ,kiwa11041,S,2,-,-,-,N,-,337,-,-
gb|GBGI01013147.1||m.11619 gb|GBGI01013147.1||g.11619  ,kiwa11042,_,1,-,-,-,N,-,191,-,-
gb|GBGI01013147.1||m.11618 gb|GBGI01013147.1||g.11618  ,kiwa11043,S,2,-,-,-,N,-,337,-,-
gb|GBGI01013148.1||m.11620 gb|GBGI01013148.1||g.11620  ,kiwa11044,S,2,-,-,-,N,-,337,-,-
gb|GBGI01013149.1||m.11621 gb|GBGI01013149.1||g.11621  ,kiwa11045,_,2,-,-,-,N,-,104,-,-
gb|GBGI01013160.1||m.11622 gb|GBGI01013160.1||g.11622  ,kiwa11046,_,1,-,-,-,N,-,306,-,-
gb|GBGI01013161.1||m.11623 gb|GBGI01013161.1||g.11623  ,kiwa11047,_,1,-,-,-,N,-,306,-,-
gb|GBGI01013162.1||m.11624 gb|GBGI01013162.1||g.11624  ,kiwa11048,_,1,-,-,-,N,-,306,-,-
gb|GBGI01013163.1||m.11626 gb|GBGI01013163.1||g.11626  ,kiwa11049,M,5,-,-,-,N,-,127,-,-
gb|GBGI01013163.1||m.11625 gb|GBGI01013163.1||g.11625  ,kiwa11050,S,1,-,-,-,N,-,137,-,-
gb|GBGI01013164.1||m.11627 gb|GBGI01013164.1||g.11627  ,kiwa11051,M,5,-,-,-,N,-,127,-,-
gb|GBGI01013165.1||m.11628 gb|GBGI01013165.1||g.11628  ,kiwa11052,S,3,-,-,-,N,-,174,-,-
gb|GBGI01013165.1||m.11629 gb|GBGI01013165.1||g.11629  ,kiwa11053,M,5,-,-,-,N,-,127,-,-
gb|GBGI01013167.1||m.11630 gb|GBGI01013167.1||g.11630  ,kiwa11054,S,1,-,-,-,N,-,137,-,-
gb|GBGI01013168.1||m.11631 gb|GBGI01013168.1||g.11631  ,kiwa11055,M,5,-,-,-,N,-,212,-,-
gb|GBGI01013169.1||m.11632 gb|GBGI01013169.1||g.11632  ,kiwa11056,_,3,-,-,-,N,-,234,-,-
gb|GBGI01013170.1||m.11633 gb|GBGI01013170.1||g.11633  ,kiwa11057,M,5,-,-,-,N,-,127,-,-
gb|GBGI01013170.1||m.11634 gb|GBGI01013170.1||g.11634  ,kiwa11058,S,3,-,-,-,N,-,102,-,-
gb|GBGI01013171.1||m.11635 gb|GBGI01013171.1||g.11635  ,kiwa11059,M,5,-,-,-,N,-,284,-,-
gb|GBGI01013173.1||m.11636 gb|GBGI01013173.1||g.11636  ,kiwa11060,_,2,-,-,-,N,-,258,-,-
gb|GBGI01013174.1||m.11637 gb|GBGI01013174.1||g.11637  ,kiwa11061,_,2,-,-,-,N,-,258,-,-
gb|GBGI01013176.1||m.11638 gb|GBGI01013176.1||g.11638  ,kiwa11062,_,1,-,-,-,N,-,170,-,-
gb|GBGI01013206.1||m.11644 gb|GBGI01013206.1||g.11644  ,kiwa11063,S,3,-,-,-,N,-,155,-,-
gb|GBGI01013207.1||m.11645 gb|GBGI01013207.1||g.11645  ,kiwa11064,_,4,-,-,-,N,-,265,-,-
gb|GBGI01013208.1||m.11646 gb|GBGI01013208.1||g.11646  ,kiwa11065,S,1,-,-,-,N,-,183,-,-
gb|GBGI01013211.1||m.11647 gb|GBGI01013211.1||g.11647  ,kiwa11066,_,5,-,-,-,N,-,308,-,-
gb|GBGI01013212.1||m.11648 gb|GBGI01013212.1||g.11648  ,kiwa11067,_,5,-,-,-,N,-,303,-,-
gb|GBGI01013213.1||m.11649 gb|GBGI01013213.1||g.11649  ,kiwa11068,_,5,-,-,-,N,-,303,-,-
gb|GBGI01013214.1||m.11650 gb|GBGI01013214.1||g.11650  ,kiwa11069,_,5,-,-,-,N,-,303,-,-
gb|GBGI01013215.1||m.11651 gb|GBGI01013215.1||g.11651  ,kiwa11070,_,5,-,-,-,N,-,304,-,-
gb|GBGI01013216.1||m.11652 gb|GBGI01013216.1||g.11652  ,kiwa11071,_,5,-,-,-,N,-,304,-,-
gb|GBGI01013217.1||m.11653 gb|GBGI01013217.1||g.11653  ,kiwa11072,_,5,-,-,-,N,-,309,-,-
gb|GBGI01013218.1||m.11654 gb|GBGI01013218.1||g.11654  ,kiwa11073,_,5,-,-,-,N,-,309,-,-
gb|GBGI01013219.1||m.11655 gb|GBGI01013219.1||g.11655  ,kiwa11074,_,5,-,-,-,N,-,308,-,-
gb|GBGI01013220.1||m.11656 gb|GBGI01013220.1||g.11656  ,kiwa11075,_,5,-,-,-,N,-,147,-,-
gb|GBGI01013221.1||m.11657 gb|GBGI01013221.1||g.11657  ,kiwa11076,_,2,-,-,-,N,-,273,-,-
gb|GBGI01013222.1||m.11658 gb|GBGI01013222.1||g.11658  ,kiwa11077,_,4,-,-,-,N,-,123,-,-
gb|GBGI01013232.1||m.11659 gb|GBGI01013232.1||g.11659  ,kiwa11078,_,1,-,-,-,N,-,630,-,-
gb|GBGI01013232.1||m.11660 gb|GBGI01013232.1||g.11660  ,kiwa11079,_,2,-,-,-,N,-,296,-,-
gb|GBGI01013233.1||m.11661 gb|GBGI01013233.1||g.11661  ,kiwa11080,_,2,-,-,scer304,Y,-,1155,-,DNF1
gb|GBGI01013234.1||m.11664 gb|GBGI01013234.1||g.11664  ,kiwa11081,S,1,-,-,-,N,-,147,-,-
gb|GBGI01013234.1||m.11663 gb|GBGI01013234.1||g.11663  ,kiwa11082,_,2,-,-,-,N,-,296,-,-
gb|GBGI01013234.1||m.11662 gb|GBGI01013234.1||g.11662  ,kiwa11083,_,1,-,-,-,N,-,630,-,-
gb|GBGI01013235.1||m.11666 gb|GBGI01013235.1||g.11666  ,kiwa11084,_,2,-,-,-,N,-,296,-,-
gb|GBGI01013235.1||m.11665 gb|GBGI01013235.1||g.11665  ,kiwa11085,_,1,-,-,-,N,-,630,-,-
gb|GBGI01013236.1||m.11668 gb|GBGI01013236.1||g.11668  ,kiwa11086,_,2,-,-,-,N,-,296,-,-
gb|GBGI01013236.1||m.11667 gb|GBGI01013236.1||g.11667  ,kiwa11087,S,1,hsap573,mmus394,-,Y,ATP10D,864,Atp10d,-
gb|GBGI01013237.1||m.11669 gb|GBGI01013237.1||g.11669  ,kiwa11088,_,2,-,-,-,N,-,305,-,-
