transcriptid,proteinid,targetp,RC,hsap_ortho,mmus_ortho,scer_ortho,mitoprot,hsap_ortho_geneid,seqlength,mmus_ortho_geneid,scer_ortho_geneid
gi|671201678|gb|GBGH01009921.1||m.17604 gi|671201678|gb|GBGH01009921.1||g.17604  ,phyd12667,_,1,-,-,-,N,-,114,-,-
gi|671201679|gb|GBGH01009920.1||m.17602 gi|671201679|gb|GBGH01009920.1||g.17602  ,phyd12668,_,2,-,-,-,N,-,665,-,-
gi|671201680|gb|GBGH01009919.1||m.17599 gi|671201680|gb|GBGH01009919.1||g.17599  ,phyd12669,_,4,-,-,-,N,-,2300,-,-
gi|671201681|gb|GBGH01009918.1||m.17596 gi|671201681|gb|GBGH01009918.1||g.17596  ,phyd12670,M,5,-,-,-,N,-,398,-,-
gi|671201682|gb|GBGH01009917.1||m.17595 gi|671201682|gb|GBGH01009917.1||g.17595  ,phyd12671,_,2,-,-,-,N,-,307,-,-
gi|671201683|gb|GBGH01009916.1||m.17594 gi|671201683|gb|GBGH01009916.1||g.17594  ,phyd12672,_,4,hsap373,mmus47,scer131,Y,OSGEPL1,299,Osgepl1,QRI7
gi|671201684|gb|GBGH01009915.1||m.17593 gi|671201684|gb|GBGH01009915.1||g.17593  ,phyd12673,S,1,-,-,-,N,-,112,-,-
gi|671201685|gb|GBGH01009914.1||m.17590 gi|671201685|gb|GBGH01009914.1||g.17590  ,phyd12674,_,4,-,-,-,N,-,1063,-,-
gi|671201686|gb|GBGH01009913.1||m.17586 gi|671201686|gb|GBGH01009913.1||g.17586  ,phyd12675,_,1,-,-,-,N,-,531,-,-
gi|671201687|gb|GBGH01009912.1||m.17581 gi|671201687|gb|GBGH01009912.1||g.17581  ,phyd12676,_,2,-,-,-,N,-,377,-,-
gi|671201688|gb|GBGH01009911.1||m.17578 gi|671201688|gb|GBGH01009911.1||g.17578  ,phyd12677,M,4,-,-,-,N,-,390,-,-
gi|671201689|gb|GBGH01009910.1||m.17576 gi|671201689|gb|GBGH01009910.1||g.17576  ,phyd12678,M,5,-,-,-,N,-,900,-,-
gi|671201690|gb|GBGH01009909.1||m.17575 gi|671201690|gb|GBGH01009909.1||g.17575  ,phyd12679,_,5,-,-,-,N,-,321,-,-
gi|671201691|gb|GBGH01009908.1||m.17573 gi|671201691|gb|GBGH01009908.1||g.17573  ,phyd12680,_,4,-,-,-,N,-,268,-,-
gi|671201692|gb|GBGH01009907.1||m.17572 gi|671201692|gb|GBGH01009907.1||g.17572  ,phyd12681,_,5,-,-,-,N,-,353,-,-
gi|671201693|gb|GBGH01009906.1||m.17571 gi|671201693|gb|GBGH01009906.1||g.17571  ,phyd12682,_,2,-,-,-,N,-,396,-,-
gi|671201694|gb|GBGH01009905.1||m.17569 gi|671201694|gb|GBGH01009905.1||g.17569  ,phyd12683,S,5,-,-,-,N,-,325,-,-
gi|671201695|gb|GBGH01009904.1||m.17568 gi|671201695|gb|GBGH01009904.1||g.17568  ,phyd12684,_,2,-,-,-,N,-,144,-,-
gi|671201696|gb|GBGH01009903.1||m.17567 gi|671201696|gb|GBGH01009903.1||g.17567  ,phyd12685,_,1,-,-,-,N,-,341,-,-
gi|671201697|gb|GBGH01009902.1||m.17564 gi|671201697|gb|GBGH01009902.1||g.17564  ,phyd12686,_,5,-,-,-,N,-,513,-,-
gi|671201699|gb|GBGH01009900.1||m.17562 gi|671201699|gb|GBGH01009900.1||g.17562  ,phyd12687,_,1,-,-,-,N,-,260,-,-
gi|671201700|gb|GBGH01009899.1||m.17552 gi|671201700|gb|GBGH01009899.1||g.17552  ,phyd12688,_,1,-,-,-,N,-,2245,-,-
gi|671201701|gb|GBGH01009898.1||m.17551 gi|671201701|gb|GBGH01009898.1||g.17551  ,phyd12689,_,2,-,-,-,N,-,348,-,-
gi|671201702|gb|GBGH01009897.1||m.17550 gi|671201702|gb|GBGH01009897.1||g.17550  ,phyd12690,_,3,-,-,-,N,-,247,-,-
gi|671201703|gb|GBGH01009896.1||m.17549 gi|671201703|gb|GBGH01009896.1||g.17549  ,phyd12691,_,1,-,-,-,N,-,407,-,-
gi|671201704|gb|GBGH01009895.1||m.17546 gi|671201704|gb|GBGH01009895.1||g.17546  ,phyd12692,M,1,-,-,-,Y,-,835,-,-
gi|671201705|gb|GBGH01009894.1||m.17545 gi|671201705|gb|GBGH01009894.1||g.17545  ,phyd12693,_,3,-,-,-,N,-,101,-,-
gi|671201706|gb|GBGH01009893.1||m.17544 gi|671201706|gb|GBGH01009893.1||g.17544  ,phyd12694,_,2,-,-,-,N,-,769,-,-
gi|671201707|gb|GBGH01009892.1||m.17542 gi|671201707|gb|GBGH01009892.1||g.17542  ,phyd12695,_,5,-,-,-,N,-,336,-,-
gi|671201708|gb|GBGH01009891.1||m.17541 gi|671201708|gb|GBGH01009891.1||g.17541  ,phyd12696,_,3,-,-,-,N,-,441,-,-
gi|671201709|gb|GBGH01009890.1||m.17540 gi|671201709|gb|GBGH01009890.1||g.17540  ,phyd12697,_,1,-,-,-,N,-,182,-,-
gi|671201710|gb|GBGH01009889.1||m.17539 gi|671201710|gb|GBGH01009889.1||g.17539  ,phyd12698,_,2,-,-,-,N,-,204,-,-
gi|671201711|gb|GBGH01009888.1||m.17535 gi|671201711|gb|GBGH01009888.1||g.17535  ,phyd12699,_,4,-,-,scer768,Y,-,1129,-,TCB3
gi|671201712|gb|GBGH01009887.1||m.17533 gi|671201712|gb|GBGH01009887.1||g.17533  ,phyd12700,_,1,-,-,-,N,-,231,-,-
gi|671201713|gb|GBGH01009886.1||m.17531 gi|671201713|gb|GBGH01009886.1||g.17531  ,phyd12701,_,2,-,-,-,N,-,134,-,-
gi|671201714|gb|GBGH01009885.1||m.17529 gi|671201714|gb|GBGH01009885.1||g.17529  ,phyd12702,_,1,-,-,-,N,-,289,-,-
gi|671201715|gb|GBGH01009884.1||m.17528 gi|671201715|gb|GBGH01009884.1||g.17528  ,phyd12703,_,2,-,-,-,N,-,193,-,-
gi|671201716|gb|GBGH01009883.1||m.17523 gi|671201716|gb|GBGH01009883.1||g.17523  ,phyd12704,_,5,-,-,-,N,-,878,-,-
gi|671201717|gb|GBGH01009882.1||m.17522 gi|671201717|gb|GBGH01009882.1||g.17522  ,phyd12705,M,4,-,-,-,N,-,171,-,-
gi|671201718|gb|GBGH01009881.1||m.17521 gi|671201718|gb|GBGH01009881.1||g.17521  ,phyd12706,_,2,-,-,-,N,-,242,-,-
gi|671201720|gb|GBGH01009879.1||m.17518 gi|671201720|gb|GBGH01009879.1||g.17518  ,phyd12707,_,4,-,-,-,N,-,271,-,-
gi|671201721|gb|GBGH01009878.1||m.17517 gi|671201721|gb|GBGH01009878.1||g.17517  ,phyd12708,_,5,-,-,-,N,-,601,-,-
gi|671201722|gb|GBGH01009877.1||m.17515 gi|671201722|gb|GBGH01009877.1||g.17515  ,phyd12709,_,2,-,-,-,N,-,314,-,-
gi|671201723|gb|GBGH01009876.1||m.17513 gi|671201723|gb|GBGH01009876.1||g.17513  ,phyd12710,_,1,-,-,-,N,-,520,-,-
gi|671201723|gb|GBGH01009876.1||m.17514 gi|671201723|gb|GBGH01009876.1||g.17514  ,phyd12711,_,3,-,-,-,N,-,130,-,-
gi|671201724|gb|GBGH01009875.1||m.17512 gi|671201724|gb|GBGH01009875.1||g.17512  ,phyd12712,_,1,-,-,-,N,-,690,-,-
gi|671201725|gb|GBGH01009874.1||m.17511 gi|671201725|gb|GBGH01009874.1||g.17511  ,phyd12713,_,4,-,-,-,N,-,283,-,-
gi|671201726|gb|GBGH01009873.1||m.17505 gi|671201726|gb|GBGH01009873.1||g.17505  ,phyd12714,M,5,-,-,-,N,-,817,-,-
gi|671201727|gb|GBGH01009872.1||m.17503 gi|671201727|gb|GBGH01009872.1||g.17503  ,phyd12715,_,1,-,-,-,N,-,339,-,-
gi|671201728|gb|GBGH01009871.1||m.17502 gi|671201728|gb|GBGH01009871.1||g.17502  ,phyd12716,_,3,-,-,-,N,-,175,-,-
gi|671201729|gb|GBGH01009870.1||m.17501 gi|671201729|gb|GBGH01009870.1||g.17501  ,phyd12717,M,5,-,-,-,N,-,140,-,-
gi|671201730|gb|GBGH01009869.1||m.17498 gi|671201730|gb|GBGH01009869.1||g.17498  ,phyd12718,_,1,-,-,-,N,-,361,-,-
gi|671201731|gb|GBGH01009868.1||m.17489 gi|671201731|gb|GBGH01009868.1||g.17489  ,phyd12719,_,1,-,-,-,N,-,1339,-,-
gi|671201732|gb|GBGH01009867.1||m.17485 gi|671201732|gb|GBGH01009867.1||g.17485  ,phyd12720,_,3,-,-,-,N,-,569,-,-
gi|671201733|gb|GBGH01009866.1||m.17484 gi|671201733|gb|GBGH01009866.1||g.17484  ,phyd12721,_,2,-,-,-,N,-,377,-,-
gi|671201734|gb|GBGH01009865.1||m.17482 gi|671201734|gb|GBGH01009865.1||g.17482  ,phyd12722,_,2,-,-,-,N,-,368,-,-
gi|671201735|gb|GBGH01009864.1||m.17480 gi|671201735|gb|GBGH01009864.1||g.17480  ,phyd12723,S,4,-,-,-,N,-,286,-,-
gi|671201736|gb|GBGH01009863.1||m.17478 gi|671201736|gb|GBGH01009863.1||g.17478  ,phyd12724,_,3,-,-,-,N,-,301,-,-
gi|671201737|gb|GBGH01009862.1||m.17477 gi|671201737|gb|GBGH01009862.1||g.17477  ,phyd12725,M,4,-,-,-,N,-,175,-,-
gi|671201738|gb|GBGH01009861.1||m.17476 gi|671201738|gb|GBGH01009861.1||g.17476  ,phyd12726,_,2,-,-,-,N,-,252,-,-
gi|671201739|gb|GBGH01009860.1||m.17475 gi|671201739|gb|GBGH01009860.1||g.17475  ,phyd12727,_,1,-,-,-,N,-,360,-,-
gi|671201740|gb|GBGH01009859.1||m.17474 gi|671201740|gb|GBGH01009859.1||g.17474  ,phyd12728,S,1,-,-,-,N,-,104,-,-
gi|671201741|gb|GBGH01009858.1||m.17473 gi|671201741|gb|GBGH01009858.1||g.17473  ,phyd12729,_,2,-,-,-,N,-,305,-,-
gi|671201743|gb|GBGH01009856.1||m.17472 gi|671201743|gb|GBGH01009856.1||g.17472  ,phyd12730,_,1,-,-,-,N,-,185,-,-
gi|671201744|gb|GBGH01009855.1||m.17469 gi|671201744|gb|GBGH01009855.1||g.17469  ,phyd12731,S,2,-,-,-,N,-,336,-,-
gi|671201745|gb|GBGH01009854.1||m.17468 gi|671201745|gb|GBGH01009854.1||g.17468  ,phyd12732,M,2,-,-,scer987,Y,-,263,-,MGE1
gi|671201747|gb|GBGH01009852.1||m.17466 gi|671201747|gb|GBGH01009852.1||g.17466  ,phyd12733,M,4,-,-,-,N,-,200,-,-
gi|671201748|gb|GBGH01009851.1||m.17463 gi|671201748|gb|GBGH01009851.1||g.17463  ,phyd12734,_,1,-,-,-,N,-,544,-,-
gi|671201749|gb|GBGH01009850.1||m.17462 gi|671201749|gb|GBGH01009850.1||g.17462  ,phyd12735,S,2,-,-,-,N,-,333,-,-
gi|671201750|gb|GBGH01009849.1||m.17460 gi|671201750|gb|GBGH01009849.1||g.17460  ,phyd12736,M,4,-,-,-,N,-,427,-,-
gi|671201751|gb|GBGH01009848.1||m.17459 gi|671201751|gb|GBGH01009848.1||g.17459  ,phyd12737,M,5,-,-,-,N,-,155,-,-
gi|671201752|gb|GBGH01009847.1||m.17458 gi|671201752|gb|GBGH01009847.1||g.17458  ,phyd12738,S,3,-,-,-,N,-,268,-,-
gi|671201753|gb|GBGH01009846.1||m.17456 gi|671201753|gb|GBGH01009846.1||g.17456  ,phyd12739,S,4,-,-,-,N,-,763,-,-
gi|671201754|gb|GBGH01009845.1||m.17454 gi|671201754|gb|GBGH01009845.1||g.17454  ,phyd12740,_,3,-,-,-,N,-,360,-,-
gi|671201755|gb|GBGH01009844.1||m.17452 gi|671201755|gb|GBGH01009844.1||g.17452  ,phyd12741,_,1,-,-,-,N,-,536,-,-
gi|671201756|gb|GBGH01009843.1||m.17450 gi|671201756|gb|GBGH01009843.1||g.17450  ,phyd12742,_,2,-,-,-,N,-,596,-,-
gi|671201757|gb|GBGH01009842.1||m.17448 gi|671201757|gb|GBGH01009842.1||g.17448  ,phyd12743,S,5,-,-,-,N,-,114,-,-
gi|671201758|gb|GBGH01009841.1||m.17445 gi|671201758|gb|GBGH01009841.1||g.17445  ,phyd12744,_,2,-,-,-,N,-,534,-,-
gi|671201759|gb|GBGH01009840.1||m.17444 gi|671201759|gb|GBGH01009840.1||g.17444  ,phyd12745,_,1,-,-,-,N,-,177,-,-
gi|671201760|gb|GBGH01009839.1||m.17440 gi|671201760|gb|GBGH01009839.1||g.17440  ,phyd12746,_,1,-,-,-,N,-,735,-,-
gi|671201761|gb|GBGH01009838.1||m.17438 gi|671201761|gb|GBGH01009838.1||g.17438  ,phyd12747,_,1,-,-,-,N,-,309,-,-
gi|671201763|gb|GBGH01009836.1||m.17434 gi|671201763|gb|GBGH01009836.1||g.17434  ,phyd12748,M,5,-,mmus303,-,Y,-,269,Eri3,-
gi|671201764|gb|GBGH01009835.1||m.17433 gi|671201764|gb|GBGH01009835.1||g.17433  ,phyd12749,S,4,-,-,-,N,-,228,-,-
gi|671201765|gb|GBGH01009834.1||m.17430 gi|671201765|gb|GBGH01009834.1||g.17430  ,phyd12750,S,5,-,-,-,N,-,899,-,-
gi|671201766|gb|GBGH01009833.1||m.17427 gi|671201766|gb|GBGH01009833.1||g.17427  ,phyd12751,M,3,-,-,-,Y,-,1033,-,-
gi|671201767|gb|GBGH01009832.1||m.17426 gi|671201767|gb|GBGH01009832.1||g.17426  ,phyd12752,_,3,-,-,-,N,-,188,-,-
gi|671201768|gb|GBGH01009831.1||m.17422 gi|671201768|gb|GBGH01009831.1||g.17422  ,phyd12753,_,2,-,-,-,N,-,318,-,-
gi|671201770|gb|GBGH01009829.1||m.17419 gi|671201770|gb|GBGH01009829.1||g.17419  ,phyd12754,S,2,-,-,-,N,-,389,-,-
gi|671201771|gb|GBGH01009828.1||m.17418 gi|671201771|gb|GBGH01009828.1||g.17418  ,phyd12755,_,2,-,-,-,N,-,412,-,-
gi|671201772|gb|GBGH01009827.1||m.17417 gi|671201772|gb|GBGH01009827.1||g.17417  ,phyd12756,_,1,-,-,-,N,-,320,-,-
gi|671201773|gb|GBGH01009826.1||m.17416 gi|671201773|gb|GBGH01009826.1||g.17416  ,phyd12757,_,2,-,-,-,N,-,178,-,-
gi|671201774|gb|GBGH01009825.1||m.17414 gi|671201774|gb|GBGH01009825.1||g.17414  ,phyd12758,_,5,-,-,-,N,-,388,-,-
gi|671201775|gb|GBGH01009824.1||m.17413 gi|671201775|gb|GBGH01009824.1||g.17413  ,phyd12759,_,2,-,-,-,N,-,110,-,-
gi|671201776|gb|GBGH01009823.1||m.17411 gi|671201776|gb|GBGH01009823.1||g.17411  ,phyd12760,_,1,-,-,-,N,-,548,-,-
gi|671201777|gb|GBGH01009822.1||m.17407 gi|671201777|gb|GBGH01009822.1||g.17407  ,phyd12761,_,4,-,-,-,N,-,467,-,-
gi|671201778|gb|GBGH01009821.1||m.17406 gi|671201778|gb|GBGH01009821.1||g.17406  ,phyd12762,_,2,-,-,-,N,-,517,-,-
gi|671201779|gb|GBGH01009820.1||m.17404 gi|671201779|gb|GBGH01009820.1||g.17404  ,phyd12763,S,2,-,-,-,N,-,753,-,-
gi|671201780|gb|GBGH01009819.1||m.17403 gi|671201780|gb|GBGH01009819.1||g.17403  ,phyd12764,_,2,-,-,-,N,-,167,-,-
gi|671201781|gb|GBGH01009818.1||m.17401 gi|671201781|gb|GBGH01009818.1||g.17401  ,phyd12765,_,2,-,-,-,N,-,222,-,-
gi|671201782|gb|GBGH01009817.1||m.17400 gi|671201782|gb|GBGH01009817.1||g.17400  ,phyd12766,M,3,hsap523,mmus816,scer162,Y,AMT,415,Amt,GCV1
gi|671201783|gb|GBGH01009816.1||m.17397 gi|671201783|gb|GBGH01009816.1||g.17397  ,phyd12767,_,3,-,-,-,N,-,359,-,-
gi|671201784|gb|GBGH01009815.1||m.17396 gi|671201784|gb|GBGH01009815.1||g.17396  ,phyd12768,_,2,-,-,-,N,-,462,-,-
gi|671201785|gb|GBGH01009814.1||m.17394 gi|671201785|gb|GBGH01009814.1||g.17394  ,phyd12769,_,2,-,-,-,N,-,556,-,-
gi|671201786|gb|GBGH01009813.1||m.17393 gi|671201786|gb|GBGH01009813.1||g.17393  ,phyd12770,_,2,-,-,-,N,-,467,-,-
gi|671201787|gb|GBGH01009812.1||m.17392 gi|671201787|gb|GBGH01009812.1||g.17392  ,phyd12771,_,4,-,-,-,N,-,362,-,-
gi|671201788|gb|GBGH01009811.1||m.17389 gi|671201788|gb|GBGH01009811.1||g.17389  ,phyd12772,_,4,-,-,-,N,-,359,-,-
gi|671201789|gb|GBGH01009810.1||m.17383 gi|671201789|gb|GBGH01009810.1||g.17383  ,phyd12773,M,5,-,-,scer438,Y,-,1504,-,VMR1
gi|671201790|gb|GBGH01009809.1||m.17380 gi|671201790|gb|GBGH01009809.1||g.17380  ,phyd12774,_,2,-,-,-,N,-,973,-,-
gi|671201791|gb|GBGH01009808.1||m.17375 gi|671201791|gb|GBGH01009808.1||g.17375  ,phyd12775,M,5,-,-,-,N,-,1461,-,-
gi|671201792|gb|GBGH01009807.1||m.17370 gi|671201792|gb|GBGH01009807.1||g.17370  ,phyd12776,_,3,-,-,-,N,-,1500,-,-
gi|671201793|gb|GBGH01009806.1||m.17367 gi|671201793|gb|GBGH01009806.1||g.17367  ,phyd12777,_,3,-,-,-,N,-,1457,-,-
gi|671201794|gb|GBGH01009805.1||m.17365 gi|671201794|gb|GBGH01009805.1||g.17365  ,phyd12778,S,3,-,-,-,N,-,1046,-,-
gi|671201795|gb|GBGH01009804.1||m.17364 gi|671201795|gb|GBGH01009804.1||g.17364  ,phyd12779,S,3,-,-,-,N,-,398,-,-
gi|671201796|gb|GBGH01009803.1||m.17362 gi|671201796|gb|GBGH01009803.1||g.17362  ,phyd12780,S,1,-,-,-,N,-,1046,-,-
gi|671201799|gb|GBGH01009800.1||m.17360 gi|671201799|gb|GBGH01009800.1||g.17360  ,phyd12781,_,2,-,-,-,N,-,567,-,-
gi|671201800|gb|GBGH01009799.1||m.17358 gi|671201800|gb|GBGH01009799.1||g.17358  ,phyd12782,_,2,-,-,-,N,-,567,-,-
gi|671201801|gb|GBGH01009798.1||m.17357 gi|671201801|gb|GBGH01009798.1||g.17357  ,phyd12783,_,1,-,-,-,N,-,122,-,-
gi|671201802|gb|GBGH01009797.1||m.17354 gi|671201802|gb|GBGH01009797.1||g.17354  ,phyd12784,_,2,-,-,-,N,-,339,-,-
gi|671201803|gb|GBGH01009796.1||m.17353 gi|671201803|gb|GBGH01009796.1||g.17353  ,phyd12785,_,2,-,-,-,N,-,253,-,-
gi|671201804|gb|GBGH01009795.1||m.17350 gi|671201804|gb|GBGH01009795.1||g.17350  ,phyd12786,_,2,-,-,-,N,-,431,-,-
gi|671201805|gb|GBGH01009794.1||m.17348 gi|671201805|gb|GBGH01009794.1||g.17348  ,phyd12787,_,3,-,-,-,N,-,281,-,-
gi|671201806|gb|GBGH01009793.1||m.17347 gi|671201806|gb|GBGH01009793.1||g.17347  ,phyd12788,_,2,-,-,-,N,-,313,-,-
gi|671201807|gb|GBGH01009792.1||m.17345 gi|671201807|gb|GBGH01009792.1||g.17345  ,phyd12789,_,4,-,-,-,N,-,336,-,-
gi|671201807|gb|GBGH01009792.1||m.17346 gi|671201807|gb|GBGH01009792.1||g.17346  ,phyd12790,M,2,-,-,-,Y,-,161,-,-
gi|671201808|gb|GBGH01009791.1||m.17344 gi|671201808|gb|GBGH01009791.1||g.17344  ,phyd12791,_,4,-,-,-,N,-,389,-,-
gi|671201809|gb|GBGH01009790.1||m.17343 gi|671201809|gb|GBGH01009790.1||g.17343  ,phyd12792,_,5,-,-,-,N,-,357,-,-
gi|671201810|gb|GBGH01009789.1||m.17340 gi|671201810|gb|GBGH01009789.1||g.17340  ,phyd12793,_,3,-,-,-,N,-,1720,-,-
gi|671201811|gb|GBGH01009788.1||m.17337 gi|671201811|gb|GBGH01009788.1||g.17337  ,phyd12794,S,2,-,-,-,N,-,1777,-,-
gi|671201812|gb|GBGH01009787.1||m.17334 gi|671201812|gb|GBGH01009787.1||g.17334  ,phyd12795,S,2,hsap849,mmus1059,-,Y,ABCA13,1766,Abca9,-
gi|671201813|gb|GBGH01009786.1||m.17331 gi|671201813|gb|GBGH01009786.1||g.17331  ,phyd12796,S,2,-,-,-,N,-,1777,-,-
gi|671201814|gb|GBGH01009785.1||m.17328 gi|671201814|gb|GBGH01009785.1||g.17328  ,phyd12797,S,1,-,-,-,N,-,379,-,-
gi|671201814|gb|GBGH01009785.1||m.17329 gi|671201814|gb|GBGH01009785.1||g.17329  ,phyd12798,S,1,-,-,-,N,-,308,-,-
gi|671201816|gb|GBGH01009783.1||m.17322 gi|671201816|gb|GBGH01009783.1||g.17322  ,phyd12799,S,1,-,-,-,N,-,378,-,-
gi|671201816|gb|GBGH01009783.1||m.17321 gi|671201816|gb|GBGH01009783.1||g.17321  ,phyd12800,S,3,-,-,-,N,-,528,-,-
gi|671201816|gb|GBGH01009783.1||m.17324 gi|671201816|gb|GBGH01009783.1||g.17324  ,phyd12801,S,1,-,-,-,N,-,328,-,-
gi|671201816|gb|GBGH01009783.1||m.17323 gi|671201816|gb|GBGH01009783.1||g.17323  ,phyd12802,S,1,-,-,-,N,-,358,-,-
gi|671201816|gb|GBGH01009783.1||m.17320 gi|671201816|gb|GBGH01009783.1||g.17320  ,phyd12803,_,3,-,-,-,N,-,543,-,-
gi|671201818|gb|GBGH01009781.1||m.17310 gi|671201818|gb|GBGH01009781.1||g.17310  ,phyd12804,S,3,-,-,-,N,-,528,-,-
gi|671201818|gb|GBGH01009781.1||m.17312 gi|671201818|gb|GBGH01009781.1||g.17312  ,phyd12805,S,1,-,-,-,N,-,378,-,-
gi|671201818|gb|GBGH01009781.1||m.17311 gi|671201818|gb|GBGH01009781.1||g.17311  ,phyd12806,S,3,-,-,-,N,-,419,-,-
gi|671201818|gb|GBGH01009781.1||m.17313 gi|671201818|gb|GBGH01009781.1||g.17313  ,phyd12807,S,1,-,-,-,N,-,358,-,-
gi|671201818|gb|GBGH01009781.1||m.17317 gi|671201818|gb|GBGH01009781.1||g.17317  ,phyd12808,_,3,-,-,-,N,-,181,-,-
gi|671201818|gb|GBGH01009781.1||m.17314 gi|671201818|gb|GBGH01009781.1||g.17314  ,phyd12809,S,1,-,-,-,N,-,328,-,-
gi|671201820|gb|GBGH01009779.1||m.17306 gi|671201820|gb|GBGH01009779.1||g.17306  ,phyd12810,S,1,-,-,-,N,-,328,-,-
gi|671201820|gb|GBGH01009779.1||m.17305 gi|671201820|gb|GBGH01009779.1||g.17305  ,phyd12811,S,1,-,-,-,N,-,358,-,-
gi|671201820|gb|GBGH01009779.1||m.17304 gi|671201820|gb|GBGH01009779.1||g.17304  ,phyd12812,S,3,-,-,-,N,-,528,-,-
gi|671201820|gb|GBGH01009779.1||m.17303 gi|671201820|gb|GBGH01009779.1||g.17303  ,phyd12813,_,3,-,-,-,N,-,543,-,-
gi|671201822|gb|GBGH01009777.1||m.17298 gi|671201822|gb|GBGH01009777.1||g.17298  ,phyd12814,S,1,-,-,-,N,-,358,-,-
gi|671201822|gb|GBGH01009777.1||m.17296 gi|671201822|gb|GBGH01009777.1||g.17296  ,phyd12815,S,3,-,-,-,N,-,528,-,-
gi|671201822|gb|GBGH01009777.1||m.17295 gi|671201822|gb|GBGH01009777.1||g.17295  ,phyd12816,_,3,-,-,-,N,-,543,-,-
gi|671201822|gb|GBGH01009777.1||m.17299 gi|671201822|gb|GBGH01009777.1||g.17299  ,phyd12817,S,1,-,-,-,N,-,328,-,-
gi|671201822|gb|GBGH01009777.1||m.17297 gi|671201822|gb|GBGH01009777.1||g.17297  ,phyd12818,S,1,-,-,-,N,-,378,-,-
gi|671201822|gb|GBGH01009777.1||m.17302 gi|671201822|gb|GBGH01009777.1||g.17302  ,phyd12819,_,3,-,-,-,N,-,189,-,-
gi|671201824|gb|GBGH01009775.1||m.17291 gi|671201824|gb|GBGH01009775.1||g.17291  ,phyd12820,S,1,-,-,-,N,-,358,-,-
gi|671201824|gb|GBGH01009775.1||m.17290 gi|671201824|gb|GBGH01009775.1||g.17290  ,phyd12821,S,3,-,-,-,N,-,528,-,-
gi|671201824|gb|GBGH01009775.1||m.17289 gi|671201824|gb|GBGH01009775.1||g.17289  ,phyd12822,_,3,-,-,-,N,-,543,-,-
gi|671201824|gb|GBGH01009775.1||m.17292 gi|671201824|gb|GBGH01009775.1||g.17292  ,phyd12823,S,1,-,-,-,N,-,328,-,-
gi|671201825|gb|GBGH01009774.1||m.17288 gi|671201825|gb|GBGH01009774.1||g.17288  ,phyd12824,_,4,-,-,-,N,-,199,-,-
gi|671201826|gb|GBGH01009773.1||m.17284 gi|671201826|gb|GBGH01009773.1||g.17284  ,phyd12825,S,1,hsap8,mmus13,scer1118,Y,CYTB,358,CYTB,COB
gi|671201826|gb|GBGH01009773.1||m.17285 gi|671201826|gb|GBGH01009773.1||g.17285  ,phyd12826,S,1,hsap7,mmus1,-,Y,ND1,328,ND1,-
gi|671201826|gb|GBGH01009773.1||m.17282 gi|671201826|gb|GBGH01009773.1||g.17282  ,phyd12827,_,3,hsap11,mmus3,scer1109,Y,COX1,543,COX1,COX1
gi|671201826|gb|GBGH01009773.1||m.17283 gi|671201826|gb|GBGH01009773.1||g.17283  ,phyd12828,S,3,hsap2,mmus11,-,Y,ND5,528,ND5,-
gi|671201828|gb|GBGH01009771.1||m.17280 gi|671201828|gb|GBGH01009771.1||g.17280  ,phyd12829,S,1,-,-,-,N,-,583,-,-
gi|671201829|gb|GBGH01009770.1||m.17279 gi|671201829|gb|GBGH01009770.1||g.17279  ,phyd12830,_,2,-,-,-,N,-,178,-,-
gi|671201830|gb|GBGH01009769.1||m.17278 gi|671201830|gb|GBGH01009769.1||g.17278  ,phyd12831,_,4,-,-,-,N,-,119,-,-
gi|671201832|gb|GBGH01009767.1||m.17277 gi|671201832|gb|GBGH01009767.1||g.17277  ,phyd12832,S,1,-,-,-,N,-,452,-,-
gi|671201833|gb|GBGH01009766.1||m.17276 gi|671201833|gb|GBGH01009766.1||g.17276  ,phyd12833,_,1,-,-,-,N,-,367,-,-
gi|671201834|gb|GBGH01009765.1||m.17275 gi|671201834|gb|GBGH01009765.1||g.17275  ,phyd12834,_,5,-,-,-,N,-,620,-,-
gi|671201835|gb|GBGH01009764.1||m.17274 gi|671201835|gb|GBGH01009764.1||g.17274  ,phyd12835,_,5,-,-,-,N,-,620,-,-
gi|671201836|gb|GBGH01009763.1||m.17273 gi|671201836|gb|GBGH01009763.1||g.17273  ,phyd12836,_,3,-,-,-,N,-,154,-,-
gi|671201837|gb|GBGH01009762.1||m.17272 gi|671201837|gb|GBGH01009762.1||g.17272  ,phyd12837,M,2,-,-,-,Y,-,204,-,-
gi|671201838|gb|GBGH01009761.1||m.17271 gi|671201838|gb|GBGH01009761.1||g.17271  ,phyd12838,M,3,-,-,-,Y,-,124,-,-
gi|671201839|gb|GBGH01009760.1||m.17270 gi|671201839|gb|GBGH01009760.1||g.17270  ,phyd12839,M,3,-,-,-,Y,-,234,-,-
gi|671201840|gb|GBGH01009759.1||m.17269 gi|671201840|gb|GBGH01009759.1||g.17269  ,phyd12840,_,2,-,-,-,N,-,312,-,-
gi|671201841|gb|GBGH01009758.1||m.17268 gi|671201841|gb|GBGH01009758.1||g.17268  ,phyd12841,_,3,-,-,-,N,-,308,-,-
gi|671201842|gb|GBGH01009757.1||m.17267 gi|671201842|gb|GBGH01009757.1||g.17267  ,phyd12842,_,4,-,-,-,N,-,214,-,-
